"crop_name","year","country_iso2","country_name","c_area_harvested","c_feed","c_production","c_yield","cb_domestic_supply_quantity","cb_export_quantity","cb_feed","cb_food_supply_quantity","cb_import_quantity","cb_losses","cb_other_uses","cb_processing","cb_production","cb_seed","cb_stock_variation","clp_export_quantity","clp_export_value","clp_import_quantity","clp_import_value","fs_fat_supply_quantity","fs_food_supply_kcal","fs_food_supply_quantity_g","fs_food_supply_quantity_kg","fs_food_supply_quantity_t","fs_protein_supply_quantity","vap_gross_production_value_2004_2006_i","vap_gross_production_value_2014_2006_us","vap_gross_production_value_us","vap_net_production_value_2004_2006_i","cu_amount_countries"
"Dill","2011","","World",1008818,NA,2427596,24064,5454178,1408666,NA,5218015,1393715,88886,167560,NA,5493342,NA,-24213,414880,1450140,365788,1356446,0.19,7,2.09,0.76,5218015,0.23,1687560.295445,1463.685924,2484.52149,1687559.913108,1
"Dill","2012","","World",978986,NA,2269144,23179,5398395,1584370,NA,5145518,1510444,92186,180290,NA,5490116,NA,-17795,455369,1486093,374363,1245973,0.19,7,2.04,0.74,5145518,0.22,1577411.198679,1403.767995,2361.383969,1577410.753779,1
"Dill","2013","","World",982860,NA,2339135,23799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,493790,1858878,380536,1326976,NA,NA,NA,NA,NA,NA,1626065.735344,1484.039012,2329.957545,1626065.290444,1
"Durian","2010","","World",2900373,NA,20215994,69701,181139085,26041481,161854,163015130,26374212,16397208,154530,1918455,180619594,NA,186760,580010,353614,762573,644135,0.33,28,65.96,24.08,163015129.55,0.34,8261710.83803,6084.249475,10294.620887,8261302.059775,1
"Durian","2011","","World",3164798,NA,20843720,65861,190261074,27496754,83648,170163646,28136690,16996917,159525,3378859,189917005,NA,-295867,646342,399423,811232,755461,0.34,29,68.08,24.85,170163646.03,0.35,8518244.581406,6454.056195,12555.026886,8517901.607516,1
"Durian","2012","","World",3194968,NA,22546163,70568,197736228,28198651,44344,177688423,30229947,17335658,133616,3146881,195310537,NA,394395,820875,525894,925943,995019,0.35,30,70.36,25.68,177688423.09,0.36,9213985.343607,6948.809865,13363.450215,9213642.369718,1
"Durian","2013","","World",3207702,NA,23243400,72461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,841345,584348,976575,1180320,NA,NA,NA,NA,NA,NA,9498926.705874,7180.385027,13489.645919,9498612.224597,1
"Eggplant","2010","","World",1717642,NA,44073890,256595,816548019,41024281,45629760,701058269,39726312,69092141,366888,527258,817469827,102891,376161,457648,449062,426419,453228,0.59,71,283.67,103.54,701058269.4,3.79,9423085.838017,10286.06376,17749.21088,9423085.838017,1
"Eggplant","2011","","World",1752393,NA,45005712,256824,840967335,43117429,51203729,716309449,41537316,72857461,298127,493642,842433091,107072,114357,439219,467951,389268,472090,0.6,71,286.58,104.6,716309449.49,3.82,9622311.211829,10307.696352,17947.429146,9622311.211829,1
"Eggplant","2012","","World",1803765,NA,46951760,260299,864106729,43228665,47208012,747750498,41880443,68494011,419874,468813,865556348,110043,-101397,439962,455736,412974,476483,0.61,73,296.09,108.07,747750498.18,3.93,10038380.282045,10692.850561,27492.119521,10038380.282045,1
"Eggplant","2013","","World",1854094,NA,48880838,263637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,419608,501695,417575,541049,NA,NA,NA,NA,NA,NA,10450820.927625,10986.958065,21385.141227,10450820.927625,1
"Elderberry","2010","","World",4539566,NA,28282688,62303,181139085,26041481,161854,163015130,26374212,16397208,154530,1918455,180619594,NA,186760,1948145,1651048,1984150,1889942,0.33,28,65.96,24.08,163015129.55,0.34,9871619.600295,6079.497811,9823.729645,9871269.920582,1
"Elderberry","2011","","World",4833356,NA,29331448,60685,190261074,27496754,83648,170163646,28136690,16996917,159525,3378859,189917005,NA,-295867,2396751,2119691,2444537,2452088,0.34,29,68.08,24.85,170163646.03,0.35,10237672.532083,6380.225854,11227.146752,10237328.90811,1
"Elderberry","2012","","World",5040661,NA,30532406,60572,197736228,28198651,44344,177688423,30229947,17335658,133616,3146881,195310537,NA,394395,2385596,2161214,2463747,2604108,0.35,30,70.36,25.68,177688423.09,0.36,10656847.957216,6213.284996,11228.12823,10656487.26548,1
"Elderberry","2013","","World",5117804,NA,31536972,61622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2379246,2326015,2523807,2858010,NA,NA,NA,NA,NA,NA,11007475.600846,6395.077944,11305.770503,11007114.90911,1
"Esparto","2010","","World",375939,NA,276134,7345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137717.294737,43.802029,83.921461,137717.294737,1
"Esparto","2011","","World",382836,NA,281306,7348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140296.831173,44.05972,102.302727,140296.831173,1
"Esparto","2012","","World",389075,NA,284142,7303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141711.226487,44.874829,93.506102,141711.226487,1
"Esparto","2013","","World",387491,NA,285396,7365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142336.328995,44.862812,89.382532,142336.328995,1
"Ethiopian rape","2010","","World",3457854,NA,86839927,468816,816548019,41024281,45629760,701058269,39726312,69092141,366888,527258,817469827,102891,376161,2848071,2170860,2884680,2153507,0.59,71,283.67,103.54,701058269.4,3.79,14902965.83525,20214.433722,31702.311809,14259867.145409,1
"Ethiopian rape","2011","","World",3635706,NA,91844781,469942,840967335,43117429,51203729,716309449,41537316,72857461,298127,493642,842433091,107072,114357,3145789,2393629,3222171,2353169,0.6,71,286.58,104.6,716309449.49,3.82,15718504.207856,21104.093095,29115.173245,14697355.94353,1
"Ethiopian rape","2012","","World",3614349,NA,90383048,468515,864106729,43228665,47208012,747750498,41880443,68494011,419874,468813,865556348,110043,-101397,3060892,2219668,3338404,2362900,0.61,73,296.09,108.07,747750498.18,3.93,15560908.598287,20535.886279,29380.731584,14685601.522242,1
"Ethiopian rape","2013","","World",3622205,NA,92078006,476874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3207991,2575998,3490137,2777169,NA,NA,NA,NA,NA,NA,15878157.659032,20971.376488,32693.018812,15154779.826994,1
"Faba beans","2010","","World",2502016,NA,4326035,17290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,754330,285642,773829,325851,NA,NA,NA,NA,NA,NA,1537701.981912,1415.039195,2159.788385,999833.196646,1
"Faba beans","2011","","World",2438865,NA,4564194,18714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,798800,394435,588129,466849,NA,NA,NA,NA,NA,NA,1622356.551609,1512.893697,2613.386491,1067606.405248,1
"Faba beans","2012","","World",2415929,NA,4436826,18365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,802900,420692,518281,464137,NA,NA,NA,NA,NA,NA,1577083.156042,1349.419299,2165.992284,1106846.362665,1
"Faba beans","2013","","World",2354330,NA,4439668,18857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,737683,424057,563258,481688,NA,NA,NA,NA,NA,NA,1578093.31639,1326.158322,2563.488686,1101662.097238,1
"Feijoa","2010","","World",2900373,NA,20215994,69701,181139085,26041481,161854,163015130,26374212,16397208,154530,1918455,180619594,NA,186760,580010,353614,762573,644135,0.33,28,65.96,24.08,163015129.55,0.34,8261710.83803,6084.249475,10294.620887,8261302.059775,1
"Feijoa","2011","","World",3164798,NA,20843720,65861,190261074,27496754,83648,170163646,28136690,16996917,159525,3378859,189917005,NA,-295867,646342,399423,811232,755461,0.34,29,68.08,24.85,170163646.03,0.35,8518244.581406,6454.056195,12555.026886,8517901.607516,1
"Feijoa","2012","","World",3194968,NA,22546163,70568,197736228,28198651,44344,177688423,30229947,17335658,133616,3146881,195310537,NA,394395,820875,525894,925943,995019,0.35,30,70.36,25.68,177688423.09,0.36,9213985.343607,6948.809865,13363.450215,9213642.369718,1
"Feijoa","2013","","World",3207702,NA,23243400,72461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,841345,584348,976575,1180320,NA,NA,NA,NA,NA,NA,9498926.705874,7180.385027,13489.645919,9498612.224597,1
"Fennel","2010","","World",943046,NA,827412,8774,4634844,1268658,NA,4441274,1219247,79854,140356,NA,4709073,NA,-24818,264610,510640,287213,493850,0.16,6,1.8,0.66,4441274,0.19,4573286.673893,713.277734,1717.742721,4573259.037813,1
"Fennel","2011","","World",1082838,NA,952224,8794,5454178,1408666,NA,5218015,1393715,88886,167560,NA,5493342,NA,-24213,295131,598896,307764,607009,0.19,7,2.09,0.76,5218015,0.23,5263145.062713,802.040822,2020.413653,5263116.873911,1
"Fennel","2012","","World",1040955,NA,923817,8875,5398395,1584370,NA,5145518,1510444,92186,180290,NA,5490116,NA,-17795,317335,571680,333008,607900,0.19,7,2.04,0.74,5145518,0.22,5106135.213192,758.05124,1758.201376,5106113.546506,1
"Fennel","2013","","World",999465,NA,906033,9065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,394543,742271,406832,764959,NA,NA,NA,NA,NA,NA,5007840.879241,742.033978,1714.573771,5007818.081919,1
"Fenugreek","2010","","World",927593,NA,2103629,22678,4634844,1268658,NA,4441274,1219247,79854,140356,NA,4709073,NA,-24818,379108,1301953,325132,1186048,0.16,6,1.8,0.66,4441274,0.19,1462352.244288,1203.742357,2146.763054,1462351.842487,1
"Fenugreek","2011","","World",1008818,NA,2427596,24064,5454178,1408666,NA,5218015,1393715,88886,167560,NA,5493342,NA,-24213,414880,1450140,365788,1356446,0.19,7,2.09,0.76,5218015,0.23,1687560.295445,1463.685924,2484.52149,1687559.913108,1
"Fenugreek","2012","","World",978986,NA,2269144,23179,5398395,1584370,NA,5145518,1510444,92186,180290,NA,5490116,NA,-17795,455369,1486093,374363,1245973,0.19,7,2.04,0.74,5145518,0.22,1577411.198679,1403.767995,2361.383969,1577410.753779,1
"Fenugreek","2013","","World",982860,NA,2339135,23799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,493790,1858878,380536,1326976,NA,NA,NA,NA,NA,NA,1626065.735344,1484.039012,2329.957545,1626065.290444,1
"Figs","2010","","World",308369,NA,1064832,34531,181139085,26041481,161854,163015130,26374212,16397208,154530,1918455,180619594,NA,186760,110208,349754,108156,376117,0.33,28,65.96,24.08,163015129.55,0.34,635703.546468,679.282233,913.485449,635505.193551,1
"Figs","2011","","World",309371,NA,1065309,34435,190261074,27496754,83648,170163646,28136690,16996917,159525,3378859,189917005,NA,-295867,108935,356482,111025,398872,0.34,29,68.08,24.85,170163646.03,0.35,635988.684327,696.649693,950.657532,635819.45302,1
"Figs","2012","","World",307504,NA,1056036,34342,197736228,28198651,44344,177688423,30229947,17335658,133616,3146881,195310537,NA,394395,114168,372566,112551,379662,0.35,30,70.36,25.68,177688423.09,0.36,630452.153373,695.212302,944.332016,630268.612001,1
"Figs","2013","","World",315155,NA,1130940,35885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132678,433776,137888,483117,NA,NA,NA,NA,NA,NA,675170.266939,758.22858,954.759339,674997.113349,1
"Finger millet","2010","","World",36016793,NA,32805831,9108,31928637,355142,3977835,23669290,436872,2743813,401000,399845,32530938,742688,-684031,382999,125300,404750,151767,0.3,29,9.58,3.5,23669289.69,0.76,5952552.404622,6596.710296,10175.829125,5093102.073598,1
"Finger millet","2011","","World",33977510,NA,27058875,7964,29899551,384097,3416218,22954374,336909,2119509,286000,421285,27145090,703027,2801649,384395,145625,335675,151255,0.28,27,9.18,3.35,22954374.43,0.73,4909778.765222,4760.261035,9076.185389,4166890.001612,1
"Finger millet","2012","","World",31252411,NA,26649147,8527,29779290,368246,3337790,22770926,338546,2326711,321000,338209,30261456,685304,-452466,368144,129610,343168,146524,0.28,27,9.02,3.29,22770925.65,0.71,4835434.501779,4694.360564,9792.355746,4138557.88105,1
"Finger millet","2013","","World",31216989,NA,26413944,8461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,280492,117230,348129,170993,NA,NA,NA,NA,NA,NA,4792757.375001,4439.758983,8938.717089,4101570.046588,1
"Fique","2010","","World",375939,NA,276134,7345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137717.294737,43.802029,83.921461,137717.294737,1
"Fique","2011","","World",382836,NA,281306,7348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140296.831173,44.05972,102.302727,140296.831173,1
"Fique","2012","","World",389075,NA,284142,7303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141711.226487,44.874829,93.506102,141711.226487,1
"Fique","2013","","World",387491,NA,285396,7365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142336.328995,44.862812,89.382532,142336.328995,1
"Flax","2010","","World",2242743,NA,2416714,37912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2390474,1832241,2384228,1919234,0.09,1,0.34,0.12,836925.99,0.07,834532.410045,1082.51166,1485.233756,729650.543363,1
