"crop_name","year","country_iso2","country_name","c_area_harvested","c_feed","c_production","c_yield","cb_domestic_supply_quantity","cb_export_quantity","cb_feed","cb_food_supply_quantity","cb_import_quantity","cb_losses","cb_other_uses","cb_processing","cb_production","cb_seed","cb_stock_variation","clp_export_quantity","clp_export_value","clp_import_quantity","clp_import_value","fs_fat_supply_quantity","fs_food_supply_kcal","fs_food_supply_quantity_g","fs_food_supply_quantity_kg","fs_food_supply_quantity_t","fs_protein_supply_quantity","vap_gross_production_value_2004_2006_i","vap_gross_production_value_2014_2006_us","vap_gross_production_value_us","vap_net_production_value_2004_2006_i","cu_amount_countries"
"Quinoa","2010","","World",96438,NA,80069,8303,25156647,2162653,16945234,5234597,3017994,694753,1196807,273802,25021929,1153408,-720622,NA,NA,NA,NA,0.02,6,2.12,0.77,5234597.02,0.18,51663.757639,32.36337,83.348799,50567.23382,1
"Quinoa","2011","","World",101564,NA,84644,8334,26826514,2037303,18246866,5425673,3323497,714114,1336110,234119,25676844,1225528,-136524,NA,NA,NA,NA,0.02,7,2.17,0.79,5425673.23,0.18,54615.295705,34.479198,96.545479,52822.770728,1
"Quinoa","2012","","World",172577,NA,97862,5671,27490278,2140115,19300151,5196765,2991319,768032,1303985,171139,27050215,1136077,-411142,NA,NA,NA,NA,0.02,6,2.06,0.75,5196764.82,0.17,63144.398266,40.185099,119.73815,61608.267471,1
"Quinoa","2013","","World",195467,NA,118175,6046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76251.179278,48.560965,193.819817,74300.56028,1
"Radish","2010","","World",18400753,NA,259721091,141147,816548019,41024281,45629760,701058269,39726312,69092141,366888,527258,817469827,102891,376161,3251236,3268037,2399248,2480279,0.59,71,283.67,103.54,701058269.4,3.79,48942102.160999,47492.345654,77665.050267,44328058.425292,1
"Radish","2011","","World",18372783,NA,260792753,141945,840967335,43117429,51203729,716309449,41537316,72857461,298127,493642,842433091,107072,114357,3375853,3295271,2608363,2709243,0.6,71,286.58,104.6,716309449.49,3.82,49144047.215957,47923.850719,89418.891726,44430921.875184,1
"Radish","2012","","World",19028297,NA,271900678,142893,864106729,43228665,47208012,747750498,41880443,68494011,419874,468813,865556348,110043,-101397,3002047,3004214,2451482,2586994,0.61,73,296.09,108.07,747750498.18,3.93,51237235.617964,48478.291234,92384.308643,46149320.475429,1
"Radish","2013","","World",19757918,NA,277946312,140676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2883011,3301102,2625756,3170254,NA,NA,NA,NA,NA,NA,52376481.06523,49748.737805,95421.558641,47072746.80656,1
"Rambutan","2010","","World",2900373,NA,20215994,69701,181139085,26041481,161854,163015130,26374212,16397208,154530,1918455,180619594,NA,186760,580010,353614,762573,644135,0.33,28,65.96,24.08,163015129.55,0.34,8261710.83803,6084.249475,10294.620887,8261302.059775,1
"Rambutan","2011","","World",3164798,NA,20843720,65861,190261074,27496754,83648,170163646,28136690,16996917,159525,3378859,189917005,NA,-295867,646342,399423,811232,755461,0.34,29,68.08,24.85,170163646.03,0.35,8518244.581406,6454.056195,12555.026886,8517901.607516,1
"Rambutan","2012","","World",3194968,NA,22546163,70568,197736228,28198651,44344,177688423,30229947,17335658,133616,3146881,195310537,NA,394395,820875,525894,925943,995019,0.35,30,70.36,25.68,177688423.09,0.36,9213985.343607,6948.809865,13363.450215,9213642.369718,1
"Rambutan","2013","","World",3207702,NA,23243400,72461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,841345,584348,976575,1180320,NA,NA,NA,NA,NA,NA,9498926.705874,7180.385027,13489.645919,9498612.224597,1
"Ramie","2010","","World",98825,NA,192526,19481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114446.641724,107.629278,160.968543,114428.213836,1
"Ramie","2011","","World",85141,NA,161770,19000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96163.614279,90.457261,219.345671,96145.186391,1
"Ramie","2012","","World",69930,NA,133289,19060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79233.450806,74.565585,202.687346,79215.022918,1
"Ramie","2013","","World",63600,NA,122758,19302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72973.247584,68.667652,98.653073,72954.819696,1
"Rapeseed and Mustards","2010","","World",32886293,NA,60473711,26536,118990728,32602326,35277061,10899702,32210565,1804509,12755257,57710240,115676223,651862,3706265,54874900,29159716,55096953,29986265,4,35,4.03,1.47,9963373.52,0,16950156.851144,16405.392692,28874.927675,15630906.104874,1
"Rapeseed and Mustards","2011","","World",34476640,NA,63378722,26994,119229670,34032007,34469494,11231933,34178408,1713733,13033392,58203195,118600401,641603,482869,56771624,40718239,57492318,42605436,4.08,36,4.12,1.5,10301016.18,0,17755940.102657,17244.312702,37094.617083,16795464.117939,1
"Rapeseed and Mustards","2012","","World",35305580,NA,63195153,25801,121689304,37730708,36258679,10823129,36792265,1683253,14082054,58193407,121792448,680653,835298,63449761,45901953,62421999,45995033,3.86,34,3.9,1.43,9859949.12,0,17689650.573668,17048.284072,38636.695995,16280238.002295,1
"Rapeseed and Mustards","2013","","World",37046669,NA,73622344,28082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68000566,46552718,64656749,46080760,NA,NA,NA,NA,NA,NA,20604838.629251,19757.039537,42270.598504,18698766.527499,1
"Raspberries","2010","","World",106356,NA,521694,49052,181139085,26041481,161854,163015130,26374212,16397208,154530,1918455,180619594,NA,186760,NA,NA,NA,NA,0.33,28,65.96,24.08,163015129.55,0.34,1009476.575707,829.317638,1202.461137,1009476.575707,1
"Raspberries","2011","","World",106806,NA,597424,55936,190261074,27496754,83648,170163646,28136690,16996917,159525,3378859,189917005,NA,-295867,NA,NA,NA,NA,0.34,29,68.08,24.85,170163646.03,0.35,1156013.95599,970.522592,1340.206983,1156013.95599,1
"Raspberries","2012","","World",102175,NA,566558,55450,197736228,28198651,44344,177688423,30229947,17335658,133616,3146881,195310537,NA,394395,NA,NA,NA,NA,0.35,30,70.36,25.68,177688423.09,0.36,1096288.390774,914.847451,1384.676951,1096288.390774,1
"Raspberries","2013","","World",92597,NA,584524,63126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1131051.663058,1003.668776,1521.647309,1131051.663058,1
"Rhubarb","2010","","World",18400753,NA,259721091,141147,816548019,41024281,45629760,701058269,39726312,69092141,366888,527258,817469827,102891,376161,3251236,3268037,2399248,2480279,0.59,71,283.67,103.54,701058269.4,3.79,48942102.160999,47492.345654,77665.050267,44328058.425292,1
"Rhubarb","2011","","World",18372783,NA,260792753,141945,840967335,43117429,51203729,716309449,41537316,72857461,298127,493642,842433091,107072,114357,3375853,3295271,2608363,2709243,0.6,71,286.58,104.6,716309449.49,3.82,49144047.215957,47923.850719,89418.891726,44430921.875184,1
"Rhubarb","2012","","World",19028297,NA,271900678,142893,864106729,43228665,47208012,747750498,41880443,68494011,419874,468813,865556348,110043,-101397,3002047,3004214,2451482,2586994,0.61,73,296.09,108.07,747750498.18,3.93,51237235.617964,48478.291234,92384.308643,46149320.475429,1
"Rhubarb","2013","","World",19757918,NA,277946312,140676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2883011,3301102,2625756,3170254,NA,NA,NA,NA,NA,NA,52376481.06523,49748.737805,95421.558641,47072746.80656,1
"Rice bean","2010","","World",32486941,NA,46510911,231884,23263358,3687949,2925196,17848377,3058155,1257641,395,NA,24159268,1250854,-266116,4178460,3905076,3595456,3694939,0.11,24,7.22,2.64,17848377.17,1.56,23835651.46561,19749.882483,33788.661932,21302312.535882,1
"Rice bean","2011","","World",32210303,NA,46191613,229717,22550667,4374204,2434938,17626824,3334745,1253116,64917,NA,23107800,1196330,482326,4856496,4842092,3851850,4108479,0.1,24,7.05,2.57,17626823.54,1.52,23504602.438845,19222.514691,41868.44617,21279052.060495,1
"Rice bean","2012","","World",30844784,NA,47256489,237545,22184938,4236638,2599136,17122805,3464305,1244916,44158,NA,23359698,1186106,-402427,4787454,4953739,4011952,4304353,0.1,23,6.78,2.47,17122804.78,1.46,23964544.99215,19624.753995,38113.737625,21571142.155966,1
"Rice bean","2013","","World",31027121,NA,47828399,241313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4556765,4657864,4071808,4484651,NA,NA,NA,NA,NA,NA,24162824.909485,19590.847169,41088.628853,21730034.483972,1
"Roselle","2010","","World",174067,NA,260086,14942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124831.792999,66.835083,111.560907,124831.792999,1
"Roselle","2011","","World",177187,NA,273679,15446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131356.147121,72.206967,134.392861,131356.147121,1
"Roselle","2012","","World",167191,NA,260262,15567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124916.57371,68.003031,119.172125,124916.57371,1
"Roselle","2013","","World",178613,NA,253350,14184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121598.753326,65.21577,105.200735,121598.753326,1
"Rubber, natural","2010","","World",9473015,NA,10838844,11442,10039861,7871107,NA,NA,7532258,NA,10046096,NA,10305654,NA,73056,15763419,47678720,15089979,46799124,NA,NA,NA,NA,NA,NA,12397849.009,10217.24281,21494.378374,12397849.009,1
"Rubber, natural","2011","","World",9628678,NA,11593272,12040,10730278,8526863,NA,NA,8149278,NA,10738300,NA,11077894,NA,29969,17076424,76076432,16315060,75127519,NA,NA,NA,NA,NA,NA,13260790.340968,10941.501636,30875.131966,13260790.340968,1
"Rubber, natural","2012","","World",10318706,NA,12663007,12272,11444849,8368969,NA,NA,8112400,NA,11452414,NA,11548837,NA,152581,16417006,50887628,16323493,54814972,NA,NA,NA,NA,NA,NA,14484391.141197,12254.907319,25948.375074,14484391.141197,1
"Rubber, natural","2013","","World",10663401,NA,13005417,12196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17807857,44729870,17181472,47264717,NA,NA,NA,NA,NA,NA,14876051.313602,12598.705306,23332.830324,14876051.313602,1
"Runner bean","2010","","World",32486941,NA,46510911,231884,23263358,3687949,2925196,17848377,3058155,1257641,395,NA,24159268,1250854,-266116,4178460,3905076,3595456,3694939,0.11,24,7.22,2.64,17848377.17,1.56,23835651.46561,19749.882483,33788.661932,21302312.535882,1
"Runner bean","2011","","World",32210303,NA,46191613,229717,22550667,4374204,2434938,17626824,3334745,1253116,64917,NA,23107800,1196330,482326,4856496,4842092,3851850,4108479,0.1,24,7.05,2.57,17626823.54,1.52,23504602.438845,19222.514691,41868.44617,21279052.060495,1
"Runner bean","2012","","World",30844784,NA,47256489,237545,22184938,4236638,2599136,17122805,3464305,1244916,44158,NA,23359698,1186106,-402427,4787454,4953739,4011952,4304353,0.1,23,6.78,2.47,17122804.78,1.46,23964544.99215,19624.753995,38113.737625,21571142.155966,1
"Runner bean","2013","","World",31027121,NA,47828399,241313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4556765,4657864,4071808,4484651,NA,NA,NA,NA,NA,NA,24162824.909485,19590.847169,41088.628853,21730034.483972,1
"Rye","2010","","World",5023380,NA,11936752,23762,13616227,1934173,5295993,5648880,1851364,526786,25596,916480,11955160,1203917,1743876,1385314,251708,1316000,257896,0.03,6,2.29,0.83,5648879.74,0.17,1337692.163773,1463.329837,2186.219096,608525.410971,1
"Rye","2011","","World",5137335,NA,13105737,25511,12835282,1571713,4532293,5767667,1550032,489224,40490,784692,13018425,1221351,-161463,971297,291972,992913,311482,0.03,6,2.31,0.84,5767666.56,0.17,1468694.41558,1606.224593,2757.779333,824033.270012,1
"Rye","2012","","World",5278323,NA,14496501,27464,13948537,2065266,5724615,5483251,2048252,535843,16948,902822,14540208,1285802,-574657,1495445,431348,1500639,449774,0.03,6,2.17,0.79,5483250.92,0.16,1624550.410392,1741.077356,3448.907254,839031.471005,1
"Rye","2013","","World",5730500,NA,16660623,29074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1819080,486669,1736902,487628,NA,NA,NA,NA,NA,NA,1867072.709766,1974.340775,4939.952596,817867.519848,1
"Safflower","2010","","World",834754,NA,664656,7962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41866,56208,70414,93868,0.09,1,0.34,0.12,836925.99,0.07,209486.379763,183.025799,256.070448,156988.188216,1
"Safflower","2011","","World",803991,NA,678177,8435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50187,76866,72436,118694,0.09,1,0.38,0.14,959939.55,0.08,213747.980205,178.068499,310.927006,149907.861433,1
"Safflower","2012","","World",968499,NA,843899,8713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48819,75825,71499,120907,0.09,1,0.38,0.14,951819.94,0.08,265980.192624,213.305862,387.154809,211660.410362,1
"Safflower","2013","","World",896800,NA,721525,8046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39406,61927,76687,130589,NA,NA,NA,NA,NA,NA,227410.369008,189.518228,305.8477,159539.433763,1
"Saffron","2010","","World",927593,NA,2103629,22678,4634844,1268658,NA,4441274,1219247,79854,140356,NA,4709073,NA,-24818,379108,1301953,325132,1186048,0.16,6,1.8,0.66,4441274,0.19,1462352.244288,1203.742357,2146.763054,1462351.842487,1
"Saffron","2011","","World",1008818,NA,2427596,24064,5454178,1408666,NA,5218015,1393715,88886,167560,NA,5493342,NA,-24213,414880,1450140,365788,1356446,0.19,7,2.09,0.76,5218015,0.23,1687560.295445,1463.685924,2484.52149,1687559.913108,1
"Saffron","2012","","World",978986,NA,2269144,23179,5398395,1584370,NA,5145518,1510444,92186,180290,NA,5490116,NA,-17795,455369,1486093,374363,1245973,0.19,7,2.04,0.74,5145518,0.22,1577411.198679,1403.767995,2361.383969,1577410.753779,1
"Saffron","2013","","World",982860,NA,2339135,23799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,493790,1858878,380536,1326976,NA,NA,NA,NA,NA,NA,1626065.735344,1484.039012,2329.957545,1626065.290444,1
"Sago palm","2010","","World",1218971,NA,8950085,73423,17270161,355012,723801,12663305,593730,2891782,907645,1,17030895,130019,548,137478,101979,150870,157835,0.01,6,5.12,1.87,12663305.11,0.08,1530562.912861,1506.180712,2069.069745,1477975.060315,1
"Sago palm","2011","","World",1257843,NA,9400643,74736,18176655,354829,770752,13190892,644236,3091549,1016539,1,17899493,130027,-12245,157844,110144,161930,178870,0.01,6,5.28,1.93,13190891.68,0.08,1607613.286743,1545.190898,2452.447779,1554910.836305,1
"Sago palm","2012","","World",1273960,NA,9798676,76915,18958491,429273,800435,13840482,815131,3184157,1101924,-1,18560298,125360,12334,188810,148987,141226,154375,0.01,6,5.48,2,13840481.71,0.08,1675681.424705,1848.170567,2908.690011,1626056.010247,1
"Sago palm","2013","","World",1286432,NA,9809301,76252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161957,146925,148880,180834,NA,NA,NA,NA,NA,NA,1677498.372022,1848.986414,2707.665689,1628074.80432,1
"Salsify","2010","","World",18400753,NA,259721091,141147,816548019,41024281,45629760,701058269,39726312,69092141,366888,527258,817469827,102891,376161,3251236,3268037,2399248,2480279,0.59,71,283.67,103.54,701058269.4,3.79,48942102.160999,47492.345654,77665.050267,44328058.425292,1
"Salsify","2011","","World",18372783,NA,260792753,141945,840967335,43117429,51203729,716309449,41537316,72857461,298127,493642,842433091,107072,114357,3375853,3295271,2608363,2709243,0.6,71,286.58,104.6,716309449.49,3.82,49144047.215957,47923.850719,89418.891726,44430921.875184,1
"Salsify","2012","","World",19028297,NA,271900678,142893,864106729,43228665,47208012,747750498,41880443,68494011,419874,468813,865556348,110043,-101397,3002047,3004214,2451482,2586994,0.61,73,296.09,108.07,747750498.18,3.93,51237235.617964,48478.291234,92384.308643,46149320.475429,1
"Salsify","2013","","World",19757918,NA,277946312,140676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2883011,3301102,2625756,3170254,NA,NA,NA,NA,NA,NA,52376481.06523,49748.737805,95421.558641,47072746.80656,1
"Sapodilla","2010","","World",2900373,NA,20215994,69701,181139085,26041481,161854,163015130,26374212,16397208,154530,1918455,180619594,NA,186760,580010,353614,762573,644135,0.33,28,65.96,24.08,163015129.55,0.34,8261710.83803,6084.249475,10294.620887,8261302.059775,1
"Sapodilla","2011","","World",3164798,NA,20843720,65861,190261074,27496754,83648,170163646,28136690,16996917,159525,3378859,189917005,NA,-295867,646342,399423,811232,755461,0.34,29,68.08,24.85,170163646.03,0.35,8518244.581406,6454.056195,12555.026886,8517901.607516,1
"Sapodilla","2012","","World",3194968,NA,22546163,70568,197736228,28198651,44344,177688423,30229947,17335658,133616,3146881,195310537,NA,394395,820875,525894,925943,995019,0.35,30,70.36,25.68,177688423.09,0.36,9213985.343607,6948.809865,13363.450215,9213642.369718,1
"Sapodilla","2013","","World",3207702,NA,23243400,72461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,841345,584348,976575,1180320,NA,NA,NA,NA,NA,NA,9498926.705874,7180.385027,13489.645919,9498612.224597,1
"Savory","2010","","World",18400753,NA,259721091,141147,816548019,41024281,45629760,701058269,39726312,69092141,366888,527258,817469827,102891,376161,3251236,3268037,2399248,2480279,0.59,71,283.67,103.54,701058269.4,3.79,48942102.160999,47492.345654,77665.050267,44328058.425292,1
"Savory","2011","","World",18372783,NA,260792753,141945,840967335,43117429,51203729,716309449,41537316,72857461,298127,493642,842433091,107072,114357,3375853,3295271,2608363,2709243,0.6,71,286.58,104.6,716309449.49,3.82,49144047.215957,47923.850719,89418.891726,44430921.875184,1
"Savory","2012","","World",19028297,NA,271900678,142893,864106729,43228665,47208012,747750498,41880443,68494011,419874,468813,865556348,110043,-101397,3002047,3004214,2451482,2586994,0.61,73,296.09,108.07,747750498.18,3.93,51237235.617964,48478.291234,92384.308643,46149320.475429,1
"Savory","2013","","World",19757918,NA,277946312,140676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2883011,3301102,2625756,3170254,NA,NA,NA,NA,NA,NA,52376481.06523,49748.737805,95421.558641,47072746.80656,1
"Service tree","2010","","World",4539566,NA,28282688,62303,181139085,26041481,161854,163015130,26374212,16397208,154530,1918455,180619594,NA,186760,1948145,1651048,1984150,1889942,0.33,28,65.96,24.08,163015129.55,0.34,9871619.600295,6079.497811,9823.729645,9871269.920582,1
"Service tree","2011","","World",4833356,NA,29331448,60685,190261074,27496754,83648,170163646,28136690,16996917,159525,3378859,189917005,NA,-295867,2396751,2119691,2444537,2452088,0.34,29,68.08,24.85,170163646.03,0.35,10237672.532083,6380.225854,11227.146752,10237328.90811,1
"Service tree","2012","","World",5040661,NA,30532406,60572,197736228,28198651,44344,177688423,30229947,17335658,133616,3146881,195310537,NA,394395,2385596,2161214,2463747,2604108,0.35,30,70.36,25.68,177688423.09,0.36,10656847.957216,6213.284996,11228.12823,10656487.26548,1
"Service tree","2013","","World",5117804,NA,31536972,61622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2379246,2326015,2523807,2858010,NA,NA,NA,NA,NA,NA,11007475.600846,6395.077944,11305.770503,11007114.90911,1
"Sesame","2010","","World",8221041,NA,4321616,5257,6372605,1379640,1121337,2287641,1326806,141613,375451,2377719,6440279,68897,-14840,1360412,1826151,1381076,2013820,0.61,6,0.92,0.33,2287640.64,0.11,2925414.25113,1908.994912,3964.363358,2877487.903942,1
"Sesame","2011","","World",8386582,NA,4712193,5619,6558202,1481934,1175135,2176534,1511536,167883,426907,2549587,6877812,62209,-349212,1445384,2017976,1495627,2217092,0.6,6,0.87,0.31,2176533.96,0.1,3189806.213546,1979.757932,3756.219943,3143149.52456,1
"Sesame","2012","","World",8544712,NA,5406592,6327,6371942,1520713,1184677,2107250,1442113,168264,449403,2529484,6624400,72864,-173858,1509340,2106062,1438384,2189261,0.57,6,0.83,0.31,2107249.76,0.1,3659862.385306,2188.276828,4109.073155,3599350.220633,1
"Sesame","2013","","World",10067667,NA,6005553,5965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1667555,2890985,1546749,2934012,NA,NA,NA,NA,NA,NA,4065315.163516,1928.028405,5044.788753,3995778.237705,1
"Shala tree","2010","","World",1625481,NA,2850441,17536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,421025,363968,455710,558018,0.09,1,0.34,0.12,836925.99,0.07,887969.389481,649.693615,992.579453,855258.534056,1
"Shala tree","2011","","World",1651134,NA,3330732,20172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,660991,413367,481585,594953,0.09,1,0.38,0.14,959939.55,0.08,1037589.584572,738.664499,1499.413426,996806.928196,1
"Shala tree","2012","","World",1695971,NA,3624339,21370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,561933,463546,382163,545902,0.09,1,0.38,0.14,951819.94,0.08,1129054.149847,784.890248,1641.548556,1091643.395297,1
"Shala tree","2013","","World",1727446,NA,3728159,21582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,683806,650727,416629,749535,NA,NA,NA,NA,NA,NA,1161396.138697,793.358877,1670.582322,1101300.333673,1
"Sisal","2010","","World",419832,NA,389878,9287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231072.831859,142.507134,191.831348,231072.831859,1
"Sisal","2011","","World",432137,NA,408518,9453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,242120.322014,149.913856,249.011861,242120.322014,1
"Sisal","2012","","World",398660,NA,228795,5739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135602.515013,82.452753,135.853819,135602.515013,1
"Sisal","2013","","World",300764,NA,266947,8876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158214.198694,90.190894,134.062858,158214.198694,1
"Snake plant","2010","","World",375939,NA,276134,7345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137717.294737,43.802029,83.921461,137717.294737,1
"Snake plant","2011","","World",382836,NA,281306,7348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140296.831173,44.05972,102.302727,140296.831173,1
"Snake plant","2012","","World",389075,NA,284142,7303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141711.226487,44.874829,93.506102,141711.226487,1
"Snake plant","2013","","World",387491,NA,285396,7365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142336.328995,44.862812,89.382532,142336.328995,1
"Sorghum","2010","","World",42175294,NA,60123538,14256,60926616,6318213,26644576,24708139,6707816,3334691,1286458,4133358,59693143,819413,843869,6318264,1162045,6782806,1531648,0.31,30,10,3.65,24708139.38,0.9,9247240.587106,10302.995379,14156.54843,5064875.345971,1
"Sorghum","2011","","World",42173015,NA,56651554,13433,61068189,6324391,25578879,25228879,6735692,3281723,2031991,4157711,57958744,789308,2698143,6274626,1717322,6805500,2051660,0.31,31,10.09,3.68,25228879.06,0.91,8713235.596232,9719.308967,15495.894654,4737503.226958,1
"Sorghum","2012","","World",39261445,NA,57183553,14565,57107032,6568149,24000776,23950411,5942913,2836373,1153994,4373249,57052737,792760,679531,6516706,1597220,6100295,1759491,0.29,29,9.48,3.46,23950410.6,0.85,8795059.231992,8886.924652,15952.041561,5047994.473032,1
"Sorghum","2013","","World",43891889,NA,61752570,14069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6403897,1603500,6927012,2164561,NA,NA,NA,NA,NA,NA,9497792.251568,9012.902836,16200.44767,5645667.837564,1
"Sorrel","2010","","World",18400753,NA,259721091,141147,816548019,41024281,45629760,701058269,39726312,69092141,366888,527258,817469827,102891,376161,3251236,3268037,2399248,2480279,0.59,71,283.67,103.54,701058269.4,3.79,48942102.160999,47492.345654,77665.050267,44328058.425292,1
"Sorrel","2011","","World",18372783,NA,260792753,141945,840967335,43117429,51203729,716309449,41537316,72857461,298127,493642,842433091,107072,114357,3375853,3295271,2608363,2709243,0.6,71,286.58,104.6,716309449.49,3.82,49144047.215957,47923.850719,89418.891726,44430921.875184,1
"Sorrel","2012","","World",19028297,NA,271900678,142893,864106729,43228665,47208012,747750498,41880443,68494011,419874,468813,865556348,110043,-101397,3002047,3004214,2451482,2586994,0.61,73,296.09,108.07,747750498.18,3.93,51237235.617964,48478.291234,92384.308643,46149320.475429,1
"Sorrel","2013","","World",19757918,NA,277946312,140676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2883011,3301102,2625756,3170254,NA,NA,NA,NA,NA,NA,52376481.06523,49748.737805,95421.558641,47072746.80656,1
"Soybeans","2010","","World",102767841,NA,264942943,25781,464885178,174147320,183104886,33542436,167301156,4114531,20127487,217268809,477021767,6727126,-5290425,173470327,75569346,168588347,78692698,9.83,97,13.57,4.95,33542435.44,1.3,72672259.709418,59164.155517,102063.598995,66197298.090235,1
"Soybeans","2011","","World",103757324,NA,261436988,25197,478483446,167115978,187234658,34604699,164713252,4374251,20702151,224832587,482797711,6746080,-1911539,166385740,87245673,165572474,91897264,10.1,99,13.84,5.06,34604698.56,1.31,71710597.23727,58436.767209,114336.985448,66068418.349433,1
"Soybeans","2012","","World",105350564,NA,241185392,22894,481019583,167915554,189408655,34854283,168315203,3348356,21992639,224332692,461393180,7113725,19226754,167272963,93683953,169380837,101450488,9.93,97,13.8,5.04,34854283.52,1.36,66155705.964976,54324.11001,120674.341134,60668333.839227,1
"Soybeans","2013","","World",111018715,NA,277537300,24999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179141909,100414965,175301842,107519554,NA,NA,NA,NA,NA,NA,76126816.02993,61337.468315,124809.026138,69440213.295797,1
"Spinach","2010","","World",844718,NA,20335174,240733,816548019,41024281,45629760,701058269,39726312,69092141,366888,527258,817469827,102891,376161,107602,149217,112015,168862,0.59,71,283.67,103.54,701058269.4,3.79,4762253.739009,5309.919558,7717.435788,4762253.739009,1
"Spinach","2011","","World",863290,NA,21184463,245392,840967335,43117429,51203729,716309449,41537316,72857461,298127,493642,842433091,107072,114357,111233,167991,130828,190044,0.6,71,286.58,104.6,716309449.49,3.82,4961147.09399,5536.796484,11785.567473,4961147.09399,1
"Spinach","2012","","World",884621,NA,22141613,250295,864106729,43228665,47208012,747750498,41880443,68494011,419874,468813,865556348,110043,-101397,138198,198146,152088,207653,0.61,73,296.09,108.07,747750498.18,3.93,5185300.066709,5691.667201,19161.729757,5185300.066709,1
"Spinach","2013","","World",919494,NA,23274869,253127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152436,245193,165829,252110,NA,NA,NA,NA,NA,NA,5450695.127287,5874.481888,12219.898208,5450695.127287,1
