crop,country,year,food_supply_quantity_g_global
Rye,World,2013,1.026508068
Safflower,World,2010,0.833115211
Safflower,World,2011,0.783713672
Safflower,World,2012,0.774548288
Safflower,World,2013,0.729151101
Saffron,World,2010,0.99227776
Saffron,World,2011,0.992250785
Saffron,World,2012,0.979435186
Saffron,World,2013,0.977380591
Sago palm,World,2010,1.012212175
Sago palm,World,2011,1.013037348
Sago palm,World,2012,1.014172229
Sago palm,World,2013,1.013074076
Salsify,World,2010,1.008333845
Salsify,World,2011,1.008794179
Salsify,World,2012,1.009982401
Salsify,World,2013,1.010327513
Sapodilla,World,2010,0.994164719
Sapodilla,World,2011,0.994951069
Sapodilla,World,2012,0.99600395
Sapodilla,World,2013,0.996135017
Savory,World,2010,1.01840198
Savory,World,2011,1.018908471
Savory,World,2012,1.020082654
Savory,World,2013,1.021617654
Service tree,World,2010,0.991767523
Service tree,World,2011,0.993131124
Service tree,World,2012,1.002902929
Service tree,World,2013,0.998476987
Sesame,World,2010,0.989692968
Sesame,World,2011,1.051394597
Sesame,World,2012,1.080308859
Sesame,World,2013,1.06926439
Shala tree,World,2010,1.186101981
Shala tree,World,2011,1.186948196
Shala tree,World,2012,1.18749556
Shala tree,World,2013,1.187369259
Sorghum,World,2010,0.387897424
Sorghum,World,2011,0.399920859
Sorghum,World,2012,0.42166484
Sorghum,World,2013,0.415018769
Sorrel,World,2010,1.050866616
Sorrel,World,2011,1.050391354
Sorrel,World,2012,1.053750589
Sorrel,World,2013,1.055525386
Soursop,World,2010,0.994164719
Soursop,World,2011,0.994951069
Soursop,World,2012,0.99600395
Soursop,World,2013,0.996135017
Soybeans,World,2010,0.818541569
Soybeans,World,2011,0.84300722
Soybeans,World,2012,0.861813311
Soybeans,World,2013,0.862911183
Spinach,World,2010,1.040841387
Spinach,World,2011,1.039991999
Spinach,World,2012,1.04034088
Spinach,World,2013,1.039885903
Strawberries,World,2010,1.013071817
Strawberries,World,2011,1.012622789
Strawberries,World,2012,1.007282919
Strawberries,World,2013,1.008282373
Strawberry tree,World,2010,0.994902681
Strawberry tree,World,2011,0.998707331
Strawberry tree,World,2012,1.003334195
Strawberry tree,World,2013,1.002803653
Sugar apple,World,2010,0.994164719
Sugar apple,World,2011,0.994951069
Sugar apple,World,2012,0.99600395
Sugar apple,World,2013,0.996135017
Sugar beets,World,2010,1.148023771
Sugar beets,World,2011,1.148093093
Sugar beets,World,2012,1.148122606
Sugar beets,World,2013,1.148124963
Sugarcane,World,2010,0.571453066
Sugarcane,World,2011,0.553313697
Sugarcane,World,2012,0.52216888
Sugarcane,World,2013,0.516441449
Sunflowers,World,2010,1.013209009
Sunflowers,World,2011,1.01672792
Sunflowers,World,2012,1.012840593
Sunflowers,World,2013,1.017048232
Sweetpotatoes,World,2010,1.052906468
Sweetpotatoes,World,2011,1.052398974
Sweetpotatoes,World,2012,1.053052989
Sweetpotatoes,World,2013,1.053242328
Sword bean,World,2010,1.39657593
Sword bean,World,2011,1.388701476
Sword bean,World,2012,1.388909268
Sword bean,World,2013,1.399863637
Tamarind,World,2010,1.054020612
Tamarind,World,2011,1.054962922
Tamarind,World,2012,1.056983601
Tamarind,World,2013,1.059205524
Taro,World,2010,1.200066767
Taro,World,2011,1.20150339
Taro,World,2012,1.204438815
Taro,World,2013,1.203506387
Tarragon,World,2010,0.372070586
Tarragon,World,2011,0.366390427
Tarragon,World,2012,0.371137507
Tarragon,World,2013,0.36431643
Tea,World,2010,1.082319159
Tea,World,2011,1.058581179
Tea,World,2012,1.009381493
Tea,World,2013,0.960369903
Teff,World,2010,0.970933784
Teff,World,2011,0.968035091
Teff,World,2012,0.980585563
Teff,World,2013,0.981412148
Tepary bean,World,2010,0.926724527
Tepary bean,World,2011,0.941311777
Tepary bean,World,2012,0.921334498
Tepary bean,World,2013,0.917119316
Thyme,World,2010,1.009392474
Thyme,World,2011,1.011880047
Thyme,World,2012,1.006784784
Thyme,World,2013,1.006677738
Tomatoes,World,2010,1.016759974
Tomatoes,World,2011,1.01901562
Tomatoes,World,2012,1.014065468
Tomatoes,World,2013,1.015292915
Triticale,World,2010,1.08372993
Triticale,World,2011,1.075860403
Triticale,World,2012,1.084264008
Triticale,World,2013,1.082959517
Tung nuts,World,2010,1.480642453
Tung nuts,World,2011,1.46944161
Tung nuts,World,2012,1.496907264
Tung nuts,World,2013,1.515083259
Turmeric,World,2010,0.54324589
Turmeric,World,2011,0.487574226
Turmeric,World,2012,0.523645789
Turmeric,World,2013,0.524830565
Turnips,World,2010,1.064173572
Turnips,World,2011,1.063813026
Turnips,World,2012,1.065475292
Turnips,World,2013,1.066666498
Ulluco,World,2010,0.991903728
Ulluco,World,2011,0.990959122
Ulluco,World,2012,0.990273112
Ulluco,World,2013,0.991219469
Vanilla,World,2010,1.03766399
Vanilla,World,2011,1.039032178
Vanilla,World,2012,1.039023283
Vanilla,World,2013,1.036579631
Velvet bean,World,2010,0.514126076
Velvet bean,World,2011,0.499209246
Velvet bean,World,2012,0.477505026
Velvet bean,World,2013,0.470385275
Vetch,World,2010,0.89616509
Vetch,World,2011,0.906257857
Vetch,World,2012,0.928828842
Vetch,World,2013,0.92261849
Walnuts,World,2010,1.032537097
Walnuts,World,2011,1.037334639
Walnuts,World,2012,1.010952158
Walnuts,World,2013,1.020816286
Watercress,World,2010,1.089732788
Watercress,World,2011,1.089016524
Watercress,World,2012,1.093391565
Watercress,World,2013,1.095180208
Watermelons,World,2010,1.017913839
Watermelons,World,2011,1.018265716
Watermelons,World,2012,1.01885184
Watermelons,World,2013,1.020258968
Wheat,World,2010,0.867662084
Wheat,World,2011,0.869333461
Wheat,World,2012,0.867777922
Wheat,World,2013,0.870293595
Wildrice,World,2010,1.011128241
Wildrice,World,2011,1.007983869
Wildrice,World,2012,1.005077078
Wildrice,World,2013,1.002247612
Winged bean,World,2010,1.038785889
Winged bean,World,2011,1.039993792
Winged bean,World,2012,1.041254542
Winged bean,World,2013,1.042801306
Yams,World,2010,0.118776272
Yams,World,2011,0.115834085
Yams,World,2012,0.151477458
Yams,World,2013,0.145501272
"Yautia, cocoyam",World,2010,1.000963187
"Yautia, cocoyam",World,2011,1.000166924
"Yautia, cocoyam",World,2012,0.994468866
"Yautia, cocoyam",World,2013,0.993176261
Year bean,World,2010,0.926724527
Year bean,World,2011,0.941311777
Year bean,World,2012,0.921334498
Year bean,World,2013,0.917119316
Zucchini,World,2010,1.013601379
Zucchini,World,2011,1.013741082
Zucchini,World,2012,1.013856816
Zucchini,World,2013,1.014115025
