crop,country,year,c_area_harvested,c_feed,c_production,c_yield,vap_gross_production_value_2004_2006_i,vap_gross_production_value_2014_2006_us,vap_gross_production_value_us,vap_net_production_value_2004_2006_i
Common bean,World,2013,31027121,NA,47828399,241313,24162824.91,19590.84717,41088.62885,21730034.48
Coriander,World,2010,943046,NA,827412,8774,4573286.674,713.277734,1717.742721,4573259.038
Coriander,World,2011,1082838,NA,952224,8794,5263145.063,802.040822,2020.413653,5263116.874
Coriander,World,2012,1040955,NA,923817,8875,5106135.213,758.05124,1758.201376,5106113.547
Coriander,World,2013,999465,NA,906033,9065,5007840.879,742.033978,1714.573771,5007818.082
Cotton,World,2010,31801055,NA,136128650,21767,48012974.42,76505.90319,110578.5418,44341233.22
Cotton,World,2011,34497013,NA,154703951,23049,53784241.17,88949.18268,195126.1983,49362137.19
Cotton,World,2012,34691800,NA,155383718,22854,54719211.3,90456.13937,157227.0505,50598464.59
Cotton,World,2013,32219639,NA,143302326,22674,50447991.72,82983.45434,134605.0968,46538763.7
Cowpeas,World,2010,11602534,NA,6835457,5891,2295223.537,2818.188459,2082.586232,1691847.668
Cowpeas,World,2011,10524289,NA,4745890,4509,1593584.566,1612.123597,1504.800004,1188812.234
Cowpeas,World,2012,11386779,NA,8357941,7340,2806446.119,3925.988323,2853.208436,2202368.612
Cowpeas,World,2013,12255391,NA,8281648,6758,2780828.422,3665.854379,2824.665697,2193075.027
Cranberries,World,2010,30762,NA,466019,151492,386507.955,319.487727,375.159074,386507.955
Cranberries,World,2011,30726,NA,534928,174096,443659.9655,361.378621,443.990389,443659.9655
Cranberries,World,2012,37208,NA,594539,159788,493100.6015,408.097924,834.787482,493100.6015
Cranberries,World,2013,40260,NA,628363,156076,521153.5767,431.992789,720.149373,521153.5767
Cress,World,2010,18400753,NA,259721091,141147,NA,NA,NA,NA
Cress,World,2011,18372783,NA,260792753,141945,NA,NA,NA,NA
Cress,World,2012,19028297,NA,271900678,142893,NA,NA,NA,NA
Cress,World,2013,19757918,NA,277946312,140676,NA,NA,NA,NA
Cucumbers and gherkins,World,2010,2020216,NA,62415690,308956,12392385.65,14279.88809,24700.68866,12094897.79
Cucumbers and gherkins,World,2011,2090097,NA,67772544,324255,13455967.58,15452.03711,35421.62821,13059469.95
Cucumbers and gherkins,World,2012,2115757,NA,70694189,334132,14036048.49,15926.53244,37171.98803,13724396.56
Cucumbers and gherkins,World,2013,2110656,NA,73195785,346792,14532730.24,16277.92015,37419.01854,14207090.21
Cumin,World,2010,943046,NA,827412,8774,4573286.674,713.277734,1717.742721,4573259.038
Cumin,World,2011,1082838,NA,952224,8794,5263145.063,802.040822,2020.413653,5263116.874
Cumin,World,2012,1040955,NA,923817,8875,5106135.213,758.05124,1758.201376,5106113.547
Cumin,World,2013,999465,NA,906033,9065,5007840.879,742.033978,1714.573771,5007818.082
Currants,World,2010,123585,NA,637282,51566,570346.2948,462.851667,914.947482,570346.2948
Currants,World,2011,114353,NA,638118,55803,571094.5781,472.35198,1277.288634,571094.5781
Currants,World,2012,115158,NA,643101,55845,575554.1654,458.78479,1235.90376,575554.1654
Currants,World,2013,116166,NA,685109,58977,613150.1999,497.539158,1231.997558,613150.1999
Cushaw,World,2010,1736070,NA,22763108,131119,NA,NA,NA,NA
Cushaw,World,2011,1780650,NA,23661986,132884,NA,NA,NA,NA
Cushaw,World,2012,1821600,NA,23917255,131298,NA,NA,NA,NA
Cushaw,World,2013,1851136,NA,24522500,132473,NA,NA,NA,NA
Custard apple,World,2010,2900373,NA,20215994,69701,8261710.838,6084.249475,10294.62089,8261302.06
Custard apple,World,2011,3164798,NA,20843720,65861,8518244.581,6454.056195,12555.02689,8517901.608
Custard apple,World,2012,3194968,NA,22546163,70568,9213985.344,6948.809865,13363.45022,9213642.37
Custard apple,World,2013,3207702,NA,23243400,72461,9498926.706,7180.385027,13489.64592,9498612.225
Dates,World,2010,1282856,NA,7525890,58665,3843502.347,6456.447742,8308.524715,3683391.893
Dates,World,2011,1126732,NA,7262843,64459,3709163.002,6732.716689,11251.13839,3538977.738
Dates,World,2012,1121587,NA,7430261,66248,3794664.252,6630.319438,11660.88295,3623896.428
Dates,World,2013,1160096,NA,7517294,64799,3839112.34,6922.666653,12282.65815,3666829.205
Devil's cotton,World,2010,174067,NA,260086,14942,124831.793,66.835083,111.560907,124831.793
Devil's cotton,World,2011,177187,NA,273679,15446,131356.1471,72.206967,134.392861,131356.1471
Devil's cotton,World,2012,167191,NA,260262,15567,124916.5737,68.003031,119.172125,124916.5737
Devil's cotton,World,2013,178613,NA,253350,14184,121598.7533,65.21577,105.200735,121598.7533
Dill,World,2010,927593,NA,2103629,22678,NA,NA,NA,NA
Dill,World,2011,1008818,NA,2427596,24064,NA,NA,NA,NA
Dill,World,2012,978986,NA,2269144,23179,NA,NA,NA,NA
Dill,World,2013,982860,NA,2339135,23799,NA,NA,NA,NA
Durian,World,2010,2900373,NA,20215994,69701,8261710.838,6084.249475,10294.62089,8261302.06
Durian,World,2011,3164798,NA,20843720,65861,8518244.581,6454.056195,12555.02689,8517901.608
Durian,World,2012,3194968,NA,22546163,70568,9213985.344,6948.809865,13363.45022,9213642.37
Durian,World,2013,3207702,NA,23243400,72461,9498926.706,7180.385027,13489.64592,9498612.225
Eggplant,World,2010,1717642,NA,44073890,256595,9423085.838,10286.06376,17749.21088,9423085.838
Eggplant,World,2011,1752393,NA,45005712,256824,9622311.212,10307.69635,17947.42915,9622311.212
Eggplant,World,2012,1803765,NA,46951760,260299,10038380.28,10692.85056,27492.11952,10038380.28
Eggplant,World,2013,1854094,NA,48880838,263637,10450820.93,10986.95807,21385.14123,10450820.93
Elderberry,World,2010,4539566,NA,28282688,62303,9871619.6,6079.497811,9823.729645,9871269.921
Elderberry,World,2011,4833356,NA,29331448,60685,10237672.53,6380.225854,11227.14675,10237328.91
Elderberry,World,2012,5040661,NA,30532406,60572,10656847.96,6213.284996,11228.12823,10656487.27
Elderberry,World,2013,5117804,NA,31536972,61622,11007475.6,6395.077944,11305.7705,11007114.91
Esparto,World,2010,375939,NA,276134,7345,137717.2947,43.802029,83.921461,137717.2947
Esparto,World,2011,382836,NA,281306,7348,140296.8312,44.05972,102.302727,140296.8312
Esparto,World,2012,389075,NA,284142,7303,141711.2265,44.874829,93.506102,141711.2265
Esparto,World,2013,387491,NA,285396,7365,142336.329,44.862812,89.382532,142336.329
Ethiopian rape,World,2010,3457854,NA,86839927,468816,14902965.84,20214.43372,31702.31181,14259867.15
Ethiopian rape,World,2011,3635706,NA,91844781,469942,15718504.21,21104.0931,29115.17325,14697355.94
Ethiopian rape,World,2012,3614349,NA,90383048,468515,15560908.6,20535.88628,29380.73158,14685601.52
Ethiopian rape,World,2013,3622205,NA,92078006,476874,15878157.66,20971.37649,32693.01881,15154779.83
Faba beans,World,2010,2502016,NA,4326035,17290,1537701.982,1415.039195,2159.788385,999833.1966
Faba beans,World,2011,2438865,NA,4564194,18714,1622356.552,1512.893697,2613.386491,1067606.405
Faba beans,World,2012,2415929,NA,4436826,18365,1577083.156,1349.419299,2165.992284,1106846.363
Faba beans,World,2013,2354330,NA,4439668,18857,1578093.316,1326.158322,2563.488686,1101662.097
Feijoa,World,2010,2900373,NA,20215994,69701,8261710.838,6084.249475,10294.62089,8261302.06
Feijoa,World,2011,3164798,NA,20843720,65861,8518244.581,6454.056195,12555.02689,8517901.608
Feijoa,World,2012,3194968,NA,22546163,70568,9213985.344,6948.809865,13363.45022,9213642.37
Feijoa,World,2013,3207702,NA,23243400,72461,9498926.706,7180.385027,13489.64592,9498612.225
Fennel,World,2010,943046,NA,827412,8774,4573286.674,713.277734,1717.742721,4573259.038
Fennel,World,2011,1082838,NA,952224,8794,5263145.063,802.040822,2020.413653,5263116.874
Fennel,World,2012,1040955,NA,923817,8875,5106135.213,758.05124,1758.201376,5106113.547
Fennel,World,2013,999465,NA,906033,9065,5007840.879,742.033978,1714.573771,5007818.082
Fenugreek,World,2010,927593,NA,2103629,22678,NA,NA,NA,NA
Fenugreek,World,2011,1008818,NA,2427596,24064,NA,NA,NA,NA
Fenugreek,World,2012,978986,NA,2269144,23179,NA,NA,NA,NA
Fenugreek,World,2013,982860,NA,2339135,23799,NA,NA,NA,NA
Fig leaf gourd,World,2010,1736070,NA,22763108,131119,NA,NA,NA,NA
Fig leaf gourd,World,2011,1780650,NA,23661986,132884,NA,NA,NA,NA
Fig leaf gourd,World,2012,1821600,NA,23917255,131298,NA,NA,NA,NA
Fig leaf gourd,World,2013,1851136,NA,24522500,132473,NA,NA,NA,NA
Figs,World,2010,308369,NA,1064832,34531,635703.5465,679.282233,913.485449,635505.1936
Figs,World,2011,309371,NA,1065309,34435,635988.6843,696.649693,950.657532,635819.453
Figs,World,2012,307504,NA,1056036,34342,630452.1534,695.212302,944.332016,630268.612
Figs,World,2013,315155,NA,1130940,35885,675170.2669,758.22858,954.759339,674997.1133
Finger millet,World,2010,36016793,NA,32805831,9108,NA,NA,NA,NA
Finger millet,World,2011,33977510,NA,27058875,7964,NA,NA,NA,NA
Finger millet,World,2012,31252411,NA,26649147,8527,NA,NA,NA,NA
Finger millet,World,2013,31216989,NA,26413944,8461,NA,NA,NA,NA
Fique,World,2010,375939,NA,276134,7345,137717.2947,43.802029,83.921461,137717.2947
Fique,World,2011,382836,NA,281306,7348,140296.8312,44.05972,102.302727,140296.8312
Fique,World,2012,389075,NA,284142,7303,141711.2265,44.874829,93.506102,141711.2265
Fique,World,2013,387491,NA,285396,7365,142336.329,44.862812,89.382532,142336.329
Flax,World,2010,2242743,NA,2416714,37912,834532.41,1082.51166,1485.233756,729650.5434
Flax,World,2011,2431480,NA,2621398,31856,876799.9843,984.018765,1550.296411,810734.6465
Flax,World,2012,2679828,NA,2740443,40313,951464.3448,1260.75581,2159.45147,877702.5283
Flax,World,2013,2453411,NA,2951672,43138,1009188.283,1293.229522,2289.644735,925174.4365
Fonio,World,2010,552411,NA,559794,10134,218907.6021,229.059567,307.086782,197703.287
Fonio,World,2011,603388,NA,581570,9638,227423.0553,237.571716,273.520888,204624.6201
Fonio,World,2012,712193,NA,575552,8081,225069.6313,230.063731,276.902728,202568.7836
Fonio,World,2013,717540,NA,610165,8504,238605.133,246.071933,317.979632,215324.7672
Foxtail millet,World,2010,36016793,NA,32805831,9108,NA,NA,NA,NA
Foxtail millet,World,2011,33977510,NA,27058875,7964,NA,NA,NA,NA
Foxtail millet,World,2012,31252411,NA,26649147,8527,NA,NA,NA,NA
Foxtail millet,World,2013,31216989,NA,26413944,8461,NA,NA,NA,NA
Garlic,World,2010,1337681,NA,22578634,168789,11884038.35,13108.78171,16748.83561,11876035.5
Garlic,World,2011,1384930,NA,23087524,166705,12151887.47,13499.49253,17641.19783,12145050.44
Garlic,World,2012,1445916,NA,23408086,161891,12320612.08,13769.91664,15540.14205,12313863.15
Garlic,World,2013,1429582,NA,24249960,169630,12763724.18,14420.03135,15303.42969,12757135.42
Giant cabuya,World,2010,375939,NA,276134,7345,137717.2947,43.802029,83.921461,137717.2947
Giant cabuya,World,2011,382836,NA,281306,7348,140296.8312,44.05972,102.302727,140296.8312
Giant cabuya,World,2012,389075,NA,284142,7303,141711.2265,44.874829,93.506102,141711.2265
Giant cabuya,World,2013,387491,NA,285396,7365,142336.329,44.862812,89.382532,142336.329
Ginger,World,2010,263704,NA,1718410,65164,1163765.49,1303.058031,1720.346904,1163765.49
Ginger,World,2011,307292,NA,2364813,76957,1601531.581,1767.562444,2437.885434,1601531.581
Ginger,World,2012,367692,NA,2460918,66929,1666617.03,1811.550703,1863.342095,1666617.03
Ginger,World,2013,372691,NA,2445146,65608,1655935.969,1799.81673,2567.152292,1655935.969
Gooseberries,World,2010,30803,NA,158565,51478,223210.0469,295.211932,367.330629,223210.0469
Gooseberries,World,2011,30391,NA,165625,54499,233149.1929,301.247417,463.576978,233149.1929
Gooseberries,World,2012,29429,NA,164672,55955,231806.7062,301.401573,479.070729,231806.7062
Gooseberries,World,2013,29080,NA,167509,57603,235800.8718,305.963158,472.972062,235800.8718
Grapefruits,World,2010,319631,NA,7577561,237072,1703738.911,2070.35498,3062.87934,1703738.911
Grapefruits,World,2011,324194,NA,7926287,244492,1782146.422,2182.480445,4029.665982,1782146.422
Grapefruits,World,2012,321528,NA,8240840,256302,1852870.385,2069.30475,4021.399994,1852870.385
Grapefruits,World,2013,320898,NA,8491232,264608,1909168.497,2147.274981,5012.481297,1909168.497
Grapes,World,2010,7010212,NA,67125509,95754,38370082.02,41949.67855,54457.33822,38370082.02
Grapes,World,2011,6981912,NA,69534935,99593,39747350.75,43454.08066,72119.45754,39747350.75
Grapes,World,2012,6971403,NA,68867023,98785,39365561.21,42158.80633,64805.46663,39365561.21
Grapes,World,2013,7094262,NA,76587641,107957,43778797.74,46005.87901,67905.58936,43778797.74
Grasspea,World,2010,4832256,NA,3595071,7440,NA,NA,NA,NA
Grasspea,World,2011,4996230,NA,3640423,7286,NA,NA,NA,NA
Grasspea,World,2012,5877968,NA,4217669,7175,NA,NA,NA,NA
Grasspea,World,2013,6044349,NA,4562293,7548,NA,NA,NA,NA
Groundnuts,World,2010,26141034,NA,43450744,16622,19602499.17,15692.10863,25912.27389,18765154.43
Groundnuts,World,2011,25101003,NA,40864277,16280,18435632.45,14839.41542,32168.01178,17568296.64
Groundnuts,World,2012,25563601,NA,42020180,16438,18957110.29,14871.34641,35968.89794,18078029.16
Groundnuts,World,2013,27256666,NA,46418008,17030,20941159.17,16002.10874,24960.41393,20053336.63
Guavas,World,2010,4998207,NA,37539772,75106,NA,NA,NA,NA
Guavas,World,2011,5202368,NA,40083200,77048,NA,NA,NA,NA
Guavas,World,2012,5438753,NA,42418914,77994,NA,NA,NA,NA
Guavas,World,2013,5582728,NA,44510869,79730,NA,NA,NA,NA
Guayule,World,2010,NA,NA,32652,NA,10977.99422,11.428699,22.953075,10977.99422
Guayule,World,2011,NA,NA,38803,NA,13046.03424,13.612495,38.705732,13046.03424
Guayule,World,2012,NA,NA,48204,NA,16206.76325,16.948884,51.78589,16206.76325
Guayule,World,2013,NA,NA,51957,NA,17468.56688,18.277483,58.259854,17468.56688
Gutta-percha,World,2010,NA,NA,32652,NA,10977.99422,11.428699,22.953075,10977.99422
Gutta-percha,World,2011,NA,NA,38803,NA,13046.03424,13.612495,38.705732,13046.03424
Gutta-percha,World,2012,NA,NA,48204,NA,16206.76325,16.948884,51.78589,16206.76325
Gutta-percha,World,2013,NA,NA,51957,NA,17468.56688,18.277483,58.259854,17468.56688
Hazelnuts,World,2010,607485,NA,854593,14068,1369833.493,1950.87161,2274.763867,1369833.493
Hazelnuts,World,2011,624457,NA,744725,11926,1193724.95,1658.065764,2210.773582,1193724.95
Hazelnuts,World,2012,601548,NA,923994,15360,1481077.021,2100.64956,2658.785189,1481077.021
Hazelnuts,World,2013,633133,NA,869072,13727,1393042.338,1929.835611,2295.112916,1393042.338
Hemp,World,2010,59778,NA,117338,48172,10770.74004,12.080028,20.721087,10770.74004
Hemp,World,2011,60088,NA,120860,48777,11978.57222,16.818792,35.744076,11978.57222
Hemp,World,2012,65639,NA,168286,59839,12754.9557,15.786546,35.156248,12754.9557
Hemp,World,2013,66008,NA,148516,52103,13705.73065,16.091538,37.300663,13705.73065
Hops,World,2010,77458,NA,126178,16290,429211.8457,424.196783,580.432282,428116.5156
Hops,World,2011,76527,NA,127671,16683,434290.6994,428.695392,576.870767,433106.9265
Hops,World,2012,75243,NA,111715,14847,380013.2726,386.299324,403.052902,378877.1229
Hops,World,2013,77334,NA,117252,15162,398850.5361,385.371933,443.59515,397469.4678
Horseradish,World,2010,18400753,NA,259721091,141147,NA,NA,NA,NA
Horseradish,World,2011,18372783,NA,260792753,141945,NA,NA,NA,NA
Horseradish,World,2012,19028297,NA,271900678,142893,NA,NA,NA,NA
Horseradish,World,2013,19757918,NA,277946312,140676,NA,NA,NA,NA
Huckleberry,World,2010,114558,NA,769929,67209,1341432.291,664.644521,770.043014,1341432.291
Huckleberry,World,2011,116341,NA,846411,72752,1474686.593,855.790349,942.312593,1474686.593
Huckleberry,World,2012,120221,NA,866582,72082,1509828.653,868.353646,980.794608,1509828.653
Huckleberry,World,2013,116017,NA,869086,74910,1514192.026,846.955925,933.842574,1514192.026
Jack bean,World,2010,4832256,NA,3595071,7440,NA,NA,NA,NA
Jack bean,World,2011,4996230,NA,3640423,7286,NA,NA,NA,NA
Jack bean,World,2012,5877968,NA,4217669,7175,NA,NA,NA,NA
Jack bean,World,2013,6044349,NA,4562293,7548,NA,NA,NA,NA
Jackfruit,World,2010,2900373,NA,20215994,69701,8261710.838,6084.249475,10294.62089,8261302.06
Jackfruit,World,2011,3164798,NA,20843720,65861,8518244.581,6454.056195,12555.02689,8517901.608
Jackfruit,World,2012,3194968,NA,22546163,70568,9213985.344,6948.809865,13363.45022,9213642.37
Jackfruit,World,2013,3207702,NA,23243400,72461,9498926.706,7180.385027,13489.64592,9498612.225
Japanese millet,World,2010,36016793,NA,32805831,9108,NA,NA,NA,NA
Japanese millet,World,2011,33977510,NA,27058875,7964,NA,NA,NA,NA
Japanese millet,World,2012,31252411,NA,26649147,8527,NA,NA,NA,NA
Japanese millet,World,2013,31216989,NA,26413944,8461,NA,NA,NA,NA
Jelutong,World,2010,NA,NA,32652,NA,10977.99422,11.428699,22.953075,10977.99422
Jelutong,World,2011,NA,NA,38803,NA,13046.03424,13.612495,38.705732,13046.03424
Jelutong,World,2012,NA,NA,48204,NA,16206.76325,16.948884,51.78589,16206.76325
Jelutong,World,2013,NA,NA,51957,NA,17468.56688,18.277483,58.259854,17468.56688
Jerusalem artichoke,World,2010,1218971,NA,8950085,73423,NA,NA,NA,NA
Jerusalem artichoke,World,2011,1257843,NA,9400643,74736,NA,NA,NA,NA
Jerusalem artichoke,World,2012,1273960,NA,9798676,76915,NA,NA,NA,NA
Jerusalem artichoke,World,2013,1286432,NA,9809301,76252,NA,NA,NA,NA
Jicama,World,2010,4832256,NA,3595071,7440,NA,NA,NA,NA
Jicama,World,2011,4996230,NA,3640423,7286,NA,NA,NA,NA
Jicama,World,2012,5877968,NA,4217669,7175,NA,NA,NA,NA
Jicama,World,2013,6044349,NA,4562293,7548,NA,NA,NA,NA
Jojoba,World,2010,311,NA,154,4944,NA,NA,NA,NA
Jojoba,World,2011,309,NA,152,4927,NA,NA,NA,NA
Jojoba,World,2012,307,NA,151,4911,NA,NA,NA,NA
Jojoba,World,2013,304,NA,149,4894,NA,NA,NA,NA
Jujube,World,2010,4539566,NA,28282688,62303,9871619.6,6079.497811,9823.729645,9871269.921
Jujube,World,2011,4833356,NA,29331448,60685,10237672.53,6380.225854,11227.14675,10237328.91
Jujube,World,2012,5040661,NA,30532406,60572,10656847.96,6213.284996,11228.12823,10656487.27
Jujube,World,2013,5117804,NA,31536972,61622,11007475.6,6395.077944,11305.7705,11007114.91
Jute,World,2010,1224989,NA,2825027,23062,800067.3009,631.237723,1237.402323,800067.3009
Jute,World,2011,1548092,NA,3579263,23120,1013672.233,795.763895,1402.314989,1013672.233
Jute,World,2012,1596201,NA,3453579,21636,978077.733,764.087266,1104.901218,978077.733
Jute,World,2013,1513526,NA,3418329,22585,968094.6907,756.405031,1114.129968,968094.6907
Kaniwa,World,2010,4573353,NA,5624483,12298,1471814.729,787.976097,1568.32234,1282480.025
Kaniwa,World,2011,3800556,895497,4869357,12812,1274213.306,803.159706,1188.215668,1013282.28
Kaniwa,World,2012,3949220,911953,5476533,13867,1433099.263,864.541273,1782.852482,1165038.124
Kaniwa,World,2013,4260313,938104,6150540,14437,1609473.395,993.704448,1980.689669,1334071.735
Kapok,World,2010,197554,NA,573130,13614,18097.53392,5.062103,4.607607,18097.53392
Kapok,World,2011,194206,NA,698993,16715,22307.28869,4.690496,4.998415,22307.28869
Kapok,World,2012,186866,NA,693453,17075,22307.28869,4.424259,4.791381,22307.28869
Kapok,World,2013,179823,NA,677053,17201,21908.88919,4.243835,4.823097,21908.88919
Karite nuts,World,2010,506697,NA,654349,12914,89238.8174,366.933399,223.745355,89238.8174
Karite nuts,World,2011,535032,NA,685292,12808,93458.76125,375.73647,227.652086,93458.76125
Karite nuts,World,2012,512594,NA,717383,13995,97835.28445,412.790657,234.324598,97835.28445
Karite nuts,World,2013,530208,NA,699992,13202,95463.54809,409.320445,248.896432,95463.54809
Kenaf,World,2010,174067,NA,260086,14942,124831.793,66.835083,111.560907,124831.793
Kenaf,World,2011,177187,NA,273679,15446,131356.1471,72.206967,134.392861,131356.1471
Kenaf,World,2012,167191,NA,260262,15567,124916.5737,68.003031,119.172125,124916.5737
Kenaf,World,2013,178613,NA,253350,14184,121598.7533,65.21577,105.200735,121598.7533
Kiwi fruit,World,2010,172400,NA,2843862,164957,2319712.949,1219.528951,1460.216281,2319712.949
Kiwi fruit,World,2011,175871,NA,2909357,165426,2373136.562,1253.795671,1501.975019,2373136.562
Kiwi fruit,World,2012,186377,NA,3053731,163847,2490900.897,1190.407203,1449.753344,2490900.897
Kiwi fruit,World,2013,239628,NA,3464394,144574,2825874.993,1291.970356,1798.471587,2825874.993
Kiwicha,World,2010,4573353,NA,5624483,12298,1471814.729,787.976097,1568.32234,1282480.025
Kiwicha,World,2011,3800556,895497,4869357,12812,1274213.306,803.159706,1188.215668,1013282.28
Kiwicha,World,2012,3949220,911953,5476533,13867,1433099.263,864.541273,1782.852482,1165038.124
Kiwicha,World,2013,4260313,938104,6150540,14437,1609473.395,993.704448,1980.689669,1334071.735
Kodo millet,World,2010,36016793,NA,32805831,9108,NA,NA,NA,NA
Kodo millet,World,2011,33977510,NA,27058875,7964,NA,NA,NA,NA
Kodo millet,World,2012,31252411,NA,26649147,8527,NA,NA,NA,NA
Kodo millet,World,2013,31216989,NA,26413944,8461,NA,NA,NA,NA
Kola nuts,World,2010,559301,NA,280315,5012,168022.6548,225.439525,199.472619,168022.6548
Kola nuts,World,2011,533976,NA,278240,5211,166778.5109,222.407281,253.062259,166778.5109
Kola nuts,World,2012,522761,NA,275897,5278,165374.3804,216.08688,235.670804,165374.3804
Kola nuts,World,2013,519976,NA,269227,5178,161376.2005,208.774453,230.335661,161376.2005
Kumquat,World,2010,1346960,NA,12465575,92546,5635113.014,5247.317905,5336.082128,5635113.014
Kumquat,World,2011,1318993,NA,11349975,86050,5130801.485,4729.617458,5470.655986,5130801.485
Kumquat,World,2012,1373407,NA,12870381,93711,5818107.289,5343.436771,6441.807622,5818107.289
Kumquat,World,2013,1383198,NA,15813981,114329,7148773.208,6685.710047,8206.261198,7148773.208
Lablab,World,2010,4832256,NA,3595071,7440,NA,NA,NA,NA
Lablab,World,2011,4996230,NA,3640423,7286,NA,NA,NA,NA
Lablab,World,2012,5877968,NA,4217669,7175,NA,NA,NA,NA
Lablab,World,2013,6044349,NA,4562293,7548,NA,NA,NA,NA
Leeks and other alliaceous vegetables,World,2010,128404,NA,2099604,163516,1878587.274,1676.547687,2781.65806,1870396.521
Leeks and other alliaceous vegetables,World,2011,131623,NA,2133680,162105,1909075.859,1675.046806,2172.630163,1899367.547
Leeks and other alliaceous vegetables,World,2012,134163,NA,2189701,163212,1959199.84,1662.226813,2311.255718,1949810.143
Leeks and other alliaceous vegetables,World,2013,129699,NA,2193200,169099,1962330.67,1681.38784,2539.655446,1953238.92
Lemons and limes,World,2010,1039620,NA,14708640,141481,NA,NA,NA,NA
Lemons and limes,World,2011,956439,NA,15048076,157334,NA,NA,NA,NA
Lemons and limes,World,2012,973439,NA,15008334,154178,NA,NA,NA,NA
Lemons and limes,World,2013,1003349,NA,15421905,153704,NA,NA,NA,NA
Lentils,World,2010,4287457,NA,4724483,11019,NA,NA,NA,NA
Lentils,World,2011,4152206,NA,4453542,10726,NA,NA,NA,NA
Lentils,World,2012,4191639,NA,4491056,10714,NA,NA,NA,NA
Lentils,World,2013,4056695,NA,5192561,12800,NA,NA,NA,NA
Lettuce,World,2010,1166655,NA,25331467,521096,NA,NA,NA,NA
Lettuce,World,2011,1170074,NA,25707071,513070,NA,NA,NA,NA
Lettuce,World,2012,1179659,NA,26235477,488727,NA,NA,NA,NA
Lettuce,World,2013,1161435,NA,25108869,499092,NA,NA,NA,NA
Lima bean,World,2010,32486941,NA,46510911,231884,23835651.47,19749.88248,33788.66193,21302312.54
Lima bean,World,2011,32210303,NA,46191613,229717,23504602.44,19222.51469,41868.44617,21279052.06
Lima bean,World,2012,30844784,NA,47256489,237545,23964544.99,19624.754,38113.73763,21571142.16
Lima bean,World,2013,31027121,NA,47828399,241313,24162824.91,19590.84717,41088.62885,21730034.48
Litchi,World,2010,4539566,NA,28282688,62303,9871619.6,6079.497811,9823.729645,9871269.921
Litchi,World,2011,4833356,NA,29331448,60685,10237672.53,6380.225854,11227.14675,10237328.91
Litchi,World,2012,5040661,NA,30532406,60572,10656847.96,6213.284996,11228.12823,10656487.27
Litchi,World,2013,5117804,NA,31536972,61622,11007475.6,6395.077944,11305.7705,11007114.91
Little millet,World,2010,36016793,NA,32805831,9108,NA,NA,NA,NA
Little millet,World,2011,33977510,NA,27058875,7964,NA,NA,NA,NA
Little millet,World,2012,31252411,NA,26649147,8527,NA,NA,NA,NA
Little millet,World,2013,31216989,NA,26413944,8461,NA,NA,NA,NA
Longan,World,2010,2900373,NA,20215994,69701,8261710.838,6084.249475,10294.62089,8261302.06
Longan,World,2011,3164798,NA,20843720,65861,8518244.581,6454.056195,12555.02689,8517901.608
Longan,World,2012,3194968,NA,22546163,70568,9213985.344,6948.809865,13363.45022,9213642.37
Longan,World,2013,3207702,NA,23243400,72461,9498926.706,7180.385027,13489.64592,9498612.225
Loquat,World,2010,4539566,NA,28282688,62303,9871619.6,6079.497811,9823.729645,9871269.921
Loquat,World,2011,4833356,NA,29331448,60685,10237672.53,6380.225854,11227.14675,10237328.91
Loquat,World,2012,5040661,NA,30532406,60572,10656847.96,6213.284996,11228.12823,10656487.27
Loquat,World,2013,5117804,NA,31536972,61622,11007475.6,6395.077944,11305.7705,11007114.91
Lupins,World,2010,1018547,NA,1264793,12418,NA,NA,NA,NA
Lupins,World,2011,1029592,NA,1147081,11141,NA,NA,NA,NA
Lupins,World,2012,956366,NA,1324254,13847,NA,NA,NA,NA
Lupins,World,2013,725934,NA,816901,11253,NA,NA,NA,NA
Maca,World,2010,1218971,NA,8950085,73423,NA,NA,NA,NA
Maca,World,2011,1257843,NA,9400643,74736,NA,NA,NA,NA
Maca,World,2012,1273960,NA,9798676,76915,NA,NA,NA,NA
Maca,World,2013,1286432,NA,9809301,76252,NA,NA,NA,NA
Macadamia nut,World,2010,581028,NA,826771,14229,NA,NA,NA,NA
Macadamia nut,World,2011,567099,NA,845615,14911,NA,NA,NA,NA
Macadamia nut,World,2012,589226,NA,867286,14719,NA,NA,NA,NA
Macadamia nut,World,2013,578129,NA,877768,15183,NA,NA,NA,NA
Mahuwa,World,2010,1625481,NA,2850441,17536,NA,NA,NA,NA
Mahuwa,World,2011,1651134,NA,3330732,20172,NA,NA,NA,NA
Mahuwa,World,2012,1695971,NA,3624339,21370,NA,NA,NA,NA
Mahuwa,World,2013,1727446,NA,3728159,21582,NA,NA,NA,NA
Maize,World,2010,165150319,NA,861852488,145473,NA,NA,NA,NA
Maize,World,2011,172349788,480052420,896705836,145397,NA,NA,NA,NA
Maize,World,2012,179960709,482666253,885119013,143268,NA,NA,NA,NA
Maize,World,2013,187074717,531343449,1026390806,150991,NA,NA,NA,NA
Mamey sapote,World,2010,2900373,NA,20215994,69701,8261710.838,6084.249475,10294.62089,8261302.06
Mamey sapote,World,2011,3164798,NA,20843720,65861,8518244.581,6454.056195,12555.02689,8517901.608
Mamey sapote,World,2012,3194968,NA,22546163,70568,9213985.344,6948.809865,13363.45022,9213642.37
