"crop_name","country_iso2","country_name","year","c_area_harvested","c_production","clp_import_quantity","clp_import_value","clp_export_quantity","clp_export_value","fs_food_supply_quantity_g","fs_food_supply_kcal","fs_protein_supply_quantity","fs_fat_supply_quantity","vap_gross_production_value_us","gp_index_crops","gp_index_crops_lives_products","gp_index_food_supply","gp_index_value_agricultural_production","compose_index"
"Cinnamon","","World","2010",229182,190992,125631,240685,123952,234677,1.8,6,0.19,0.16,582.92357,0.000208610525332137,0.0011571061062447,0.0111796447796779,0.00166804856644503,0.00355335249442495
"Cinnamon","","World","2011",242347,199003,141780,318724,133350,322690,2.09,7,0.23,0.19,705.454977,0.000219829848897523,0.00152035837489523,0.0132486805383233,0.00201880926710185,0.00425191950730446
"Cinnamon","","World","2012",248420,204310,118887,298284,116878,312345,2.04,7,0.22,0.19,710.768002,0.000225429022627206,0.0014303940363219,0.0130501145016268,0.0020340184319783,0.00418498899813855
"Cinnamon","","World","2013",258363,209103,142594,356506,149687,365902,NA,NA,NA,NA,728.231902,0.000233571932152985,0.00170072101833338,NA,0.00208401091921221,0.00133943462323286
"Citron","","World","2010",1346960,12465575,1176664,1051608,1245167,964880,4.73,1,0.02,0.01,5336.082128,0.0042096455002126,0.00583037215357755,0.00500183391550859,0.0152745292798921,0.0075790952122977
"Citron","","World","2011",1318993,11349975,1172308,1105820,1215392,973326,4.07,1,0.02,0.01,5470.655986,0.00389696755009847,0.00593382448659628,0.00444455209978311,0.0156597629263332,0.00748377676570276
"Citron","","World","2012",1373407,12870381,1186400,1118192,1175953,922962,4.55,1,0.02,0.01,6441.807622,0.00433438602791916,0.00583282724375694,0.00484984796576528,0.0184397997889424,0.00836421525659595
"Citron","","World","2013",1383198,15813981,1286199,1180268,1238782,966861,NA,NA,NA,NA,8206.261198,0.00511510847765814,0.00616231490042353,NA,0.0234907576433168,0.0115893936737995
"Citronella","","World","2010",NA,NA,483,18374,142,12727,NA,NA,NA,NA,NA,NA,6.46105165893133e-05,NA,NA,6.46105165893133e-05
"Citronella","","World","2011",NA,NA,355,15612,73,11348,NA,NA,NA,NA,NA,NA,5.59802952154812e-05,NA,NA,5.59802952154812e-05
"Citronella","","World","2012",NA,NA,1292,63061,1367,48458,NA,NA,NA,NA,NA,NA,0.000232401019142007,NA,NA,0.000232401019142007
"Citronella","","World","2013",NA,NA,1341,69891,432,28126,NA,NA,NA,NA,NA,NA,0.000201596023493645,NA,NA,0.000201596023493645
"Clovers","","World","2010",NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0
"Clovers","","World","2011",NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0
"Clovers","","World","2012",NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0
"Clovers","","World","2013",NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0
"Cloves","","World","2010",389162,127569,33550,129026,43609,165345,0.01,0,0,0,116.520132,0.000302675901636102,0.000667045388309971,0,0.000332913349221673,0.000325658659791936
"Cloves","","World","2011",402544,102591,66208,712707,55268,388062,0.02,0,0,0,144.692471,0.000305371815472656,0.0023444847088203,8.44366387462848e-06,0.000413560014503019,0.00076796505066765
"Cloves","","World","2012",569443,130942,53570,489057,50351,424423,0.02,0,0,0,162.259605,0.000428356285324024,0.00196387065960393,8.44366387462848e-06,0.000463848021318873,0.000716129657530363
"Cloves","","World","2013",584261,142933,41734,338660,42613,358601,NA,NA,NA,NA,172.393291,0.000441766283324341,0.00150790866362368,NA,0.000492856900663547,0.00081417728253719
"Cocoa","","World","2010",9587240,4329173,9377235,38415211,9223676,37203437,1.67,5,0.12,0.39,7896.933836,0.00777444531885842,0.16969695796965,0.0152123080554131,0.0226052713432415,0.0538222456717908
"Cocoa","","World","2011",10217133,4614955,10349125,44053847,10405120,42613949,1.82,5,0.13,0.43,8785.907347,0.00828560697053503,0.1941039008652,0.0164854097407569,0.0251500635660527,0.0610062452856361
"Cocoa","","World","2012",10207258,4613604,10332509,40608277,10190948,39594390,1.8,5,0.13,0.42,7457.483979,0.00827841611834532,0.180546019202172,0.0162209976605324,0.0213472939518217,0.0565981817332178
"Cocoa","","World","2013",10108387,4485377,10748892,42211732,10306244,41025486,NA,NA,NA,NA,7199.8961,0.00817626191288578,0.187200891306054,NA,0.0206099180648481,0.0719956904279292
"Coconuts","","World","2010",11756224,61215644,4564145,3293580,4304431,3072054,9.46,21,0.12,2.05,10161.498983,0.0242327071180254,0.0192426758597376,0.0701783011976325,0.0290878579477088,0.0356853855307761
"Coconuts","","World","2011",11911286,59530454,3794585,5008023,3591651,4466069,9,18,0.12,1.79,12192.144496,0.0238969656758774,0.0246688014705976,0.061985635956357,0.0349008218266391,0.0363630562323678
"Coconuts","","World","2012",12028147,63008546,3957761,3967724,4024639,3720473,9.3,19,0.12,1.88,11303.471965,0.0248923348934584,0.0213855008955087,0.0649228730244352,0.0323568911948131,0.0358894000020538
"Coconuts","","World","2013",12024283,63275510,4130204,3312559,4340287,3199051,NA,NA,NA,NA,11206.388026,0.0249598515799007,0.0192825372896666,NA,0.032078976892677,0.0254404552540814
"Coffee","","World","2010",10532027,8478007,14842477,53151020,15593294,53525164,3.12,1,0.17,NA,16200.651777,0.00951927342724434,0.242408588583631,NA,0.046375649847438,0.099434503952771
"Coffee","","World","2011",9935004,8387743,15353569,79504270,16053975,78421242,3.14,1,0.17,NA,22111.247211,0.00908227144088686,0.34945541458622,NA,0.0632954310405881,0.140611039022565
"Coffee","","World","2012",10364007,8823713,15794582,73483272,16975974,73005842,3.21,1,0.18,NA,19605.29525,0.00949386178246038,0.326662923229275,NA,0.0561218460212576,0.130759543677664
"Coffee","","World","2013",10584470,8893329,15985985,64337072,16702975,63741831,NA,NA,NA,NA,15980.021184,0.00966477373862771,0.288341240558611,NA,0.0457440685795675,0.114583360958935
"Common bean","","World","2010",32486941,46510911,3595456,3694939,4178460,3905076,7.22,24,1.56,0.11,33788.661932,0.0347166213748787,0.021095181040091,0.0441498029427629,0.0967234171355996,0.0491712556233331
"Common bean","","World","2011",32210303,46191613,3851850,4108479,4856496,4842092,7.05,24,1.52,0.1,41868.44617,0.0344411765906948,0.0245774204023329,0.0431333450351257,0.119852758827373,0.0555011752138817
"Common bean","","World","2012",30844784,47256489,4011952,4304353,4787454,4953739,6.78,23,1.46,0.1,38113.737625,0.0337759235166113,0.0252723860285356,0.0415110754270087,0.109104459821827,0.0524159611984956
"Common bean","","World","2013",31027121,47828399,4071808,4484651,4556765,4657864,NA,NA,NA,NA,41088.628853,0.0340525094811474,0.0248792070994088,NA,0.117620439169971,0.0588507185835091
"Coriander","","World","2010",943046,827412,287213,493850,264610,510640,1.8,6,0.19,0.16,1717.742721,0.000870089682931532,0.00246408282545099,0.0111796447796779,0.00491660312293955,0.00485760510275
"Coriander","","World","2011",1082838,952224,307764,607009,295131,598896,2.09,7,0.23,0.19,2020.413653,0.000999672204884153,0.00291537784696398,0.0132486805383233,0.00578303460182376,0.00573669129799879
"Coriander","","World","2012",1040955,923817,333008,607900,317335,571680,2.04,7,0.22,0.19,1758.201376,0.000963211188090911,0.00289072595530004,0.0130501145016268,0.00503242082652173,0.00548411811788486
"Coriander","","World","2013",999465,906033,406832,764959,394543,742271,NA,NA,NA,NA,1714.573771,0.000929815260899658,0.00367538316035378,NA,0.00490753162731602,0.00317091001618982
"Cotton","","World","2010",31801055,136128650,10021107,16413487,10102527,15792134,1.44,13,0,1.42,110578.541843,0.0578045508518072,0.0805620738434223,0.0422866157198636,0.316543565621573,0.124299201509167
"Cotton","","World","2011",34497013,154703951,10356474,25230891,10882873,22822089,1.52,13,0,1.5,195126.198329,0.0645546425324036,0.114110625472734,0.0443343630506626,0.558571270632104,0.195392725421976
"Cotton","","World","2012",34691800,155383718,12761012,23940252,13051861,22046074,1.62,14,0,1.59,157227.050451,0.0648682048585696,0.112967472504589,0.0471027268412482,0.450080460076214,0.168754716070155
"Cotton","","World","2013",32219639,143302326,12259559,21041649,12927334,20798476,NA,NA,NA,NA,134605.096788,0.0599804378757429,0.104055010630097,NA,0.385322431817713,0.183119293441184
"Cowpeas","","World","2010",11602534,6835457,NA,NA,NA,NA,NA,NA,NA,NA,2082.586232,0.00982842951002312,NA,NA,0.00596101099094399,0.00789472025048355
"Cowpeas","","World","2011",10524289,4745890,NA,NA,NA,NA,NA,NA,NA,NA,1504.800004,0.00853265155437419,NA,NA,0.00430702931289846,0.00641984043363632
"Cowpeas","","World","2012",11386779,8357941,NA,NA,NA,NA,NA,NA,NA,NA,2853.208436,0.0100793788216374,NA,NA,0.00816700854565044,0.00912319368364394
"Cowpeas","","World","2013",12255391,8281648,NA,NA,NA,NA,NA,NA,NA,NA,2824.665697,0.0106605873410686,NA,NA,0.00808530156639161,0.0093729444537301
"Cranberries","","World","2010",30762,466019,82185,310043,106747,446914,65.96,28,0.34,0.33,375.159074,0.000143572239233584,0.00171226113952901,0.0819438251015883,0.00107329802882515,0.021218239127294
"Cranberries","","World","2011",30726,534928,96994,412632,125503,520392,68.08,29,0.35,0.34,443.990389,0.000161665193086552,0.0020986592027179,0.0845939586923702,0.00127033584033522,0.0220311547321275
"Cranberries","","World","2012",37208,594539,122117,491523,144170,555990,70.36,30,0.36,0.35,834.787482,0.00018182534285909,0.00236295393383846,0.0873791909051461,0.00238903891827611,0.0230782522750299
"Cranberries","","World","2013",40260,628363,135258,562044,160215,626700,NA,NA,NA,NA,720.149373,0.00019283115141296,0.00267630018664997,NA,0.00206087372031333,0.00164333501945875
"Cress","","World","2010",18400753,259721091,2399248,2480279,3251236,3268037,283.67,71,3.79,0.59,77665.050267,0.0810241339472912,0.0158480385917066,0.345763225678197,0.222324788175722,0.166240046598229
"Cress","","World","2011",18372783,260792753,2608363,2709243,3375853,3295271,286.58,71,3.82,0.6,89418.891726,0.0812865389830482,0.016591688396281,0.348936899770159,0.255971554882383,0.175696670507968
"Cress","","World","2012",19028297,271900678,2451482,2586994,3002047,3004214,296.09,73,3.93,0.61,92384.308643,0.0846608439174669,0.0153591693432372,0.359846582517087,0.264460412890408,0.18108175216705
"Cress","","World","2013",19757918,277946312,2625756,3170254,2883011,3301102,NA,NA,NA,NA,95421.558641,0.0867554459507617,0.0172039502151519,NA,0.273154901621517,0.125704765929144
"Cucumbers and gherkins","","World","2010",2020216,62415690,2388444,2223302,2320935,2049820,283.67,71,3.79,0.59,24700.688661,0.0178088003651568,0.0120690402023271,0.345763225678197,0.0707080146348645,0.111587270220136
"Cucumbers and gherkins","","World","2011",2090097,67772544,2325189,2080137,2428729,2028932,286.58,71,3.82,0.6,35421.628214,0.0192656220496509,0.0117675981194189,0.348936899770159,0.10139797699945,0.12034202423467
"Cucumbers and gherkins","","World","2012",2115757,70694189,2392303,2249573,2327897,2141337,296.09,73,3.93,0.61,37171.988026,0.0200515567776062,0.0123263218451742,0.359846582517087,0.106408589781025,0.124658262730223
"Cucumbers and gherkins","","World","2013",2110656,73195785,2454036,2557353,2431875,2384087,NA,NA,NA,NA,37419.018544,0.0207057569943245,0.013577809788734,NA,0.107115743968664,0.0471331035839075
"Cumin","","World","2010",943046,827412,287213,493850,264610,510640,1.8,6,0.19,0.16,1717.742721,0.000870089682931532,0.00246408282545099,0.0111796447796779,0.00491660312293955,0.00485760510275
"Cumin","","World","2011",1082838,952224,307764,607009,295131,598896,2.09,7,0.23,0.19,2020.413653,0.000999672204884153,0.00291537784696398,0.0132486805383233,0.00578303460182376,0.00573669129799879
"Cumin","","World","2012",1040955,923817,333008,607900,317335,571680,2.04,7,0.22,0.19,1758.201376,0.000963211188090911,0.00289072595530004,0.0130501145016268,0.00503242082652173,0.00548411811788486
"Cumin","","World","2013",999465,906033,406832,764959,394543,742271,NA,NA,NA,NA,1714.573771,0.000929815260899658,0.00367538316035378,NA,0.00490753162731602,0.00317091001618982
"Currants","","World","2010",123585,637282,18291,34127,15453,34222,65.96,28,0.34,0.33,914.947482,0.000252855142002951,0.000164998744965406,0.0819438251015883,0.00261850643565025,0.0212450463560517
"Currants","","World","2011",114353,638118,21468,48934,15217,43054,68.08,29,0.35,0.34,1277.288634,0.000246684401398942,0.00021566015249732,0.0845939586923702,0.00365575100391281,0.0221780135625448
"Currants","","World","2012",115158,643101,20374,41380,17347,37042,70.36,30,0.36,0.35,1235.90376,0.000248551789386873,0.000188286116861814,0.0873791909051461,0.00353728188847341,0.022838327674967
"Currants","","World","2013",116166,685109,22780,47752,12689,32946,NA,NA,NA,NA,1231.997558,0.000260294481990214,0.000190676754017276,NA,0.00352609992146615,0.00132569038582455
"Cushaw","","World","2010",1736070,22763108,892312,967026,568796,600190,283.67,71,3.79,0.59,8028.022937,0.00718646908669717,0.00422235869805798,0.345763225678197,0.0229805294590259,0.0950381457304946
"Cushaw","","World","2011",1780650,23661986,938910,884763,599923,526115,286.58,71,3.82,0.6,8561.915827,0.00745366528199247,0.0039510204921494,0.348936899770159,0.0245088612456028,0.096212611697476
"Cushaw","","World","2012",1821600,23917255,1158646,1180261,804707,785720,296.09,73,3.93,0.61,8900.281181,0.00754912806899691,0.00539047674959479,0.359846582517087,0.0254774722454507,0.0995659148952823
"Cushaw","","World","2013",1851136,24522500,1210850,1292064,1179516,1256161,NA,NA,NA,NA,9673.60717,0.00772870720530348,0.00691827026324772,NA,0.0276912097057392,0.0141127290580968
"Custard apple","","World","2010",2900373,20215994,762573,644135,580010,353614,65.96,28,0.34,0.33,10294.620887,0.00732272017813924,0.00296398743452612,0.0819438251015883,0.0294689352034348,0.0304248669794221
"Custard apple","","World","2011",3164798,20843720,811232,755461,646342,399423,68.08,29,0.35,0.34,12555.026886,0.00767080423766747,0.0033635009670766,0.0845939586923702,0.0359396157529376,0.032891969912513
"Custard apple","","World","2012",3194968,22546163,925943,995019,820875,525894,70.36,30,0.36,0.35,13363.450215,0.00813930262286523,0.00431173939717596,0.0873791909051461,0.0382538235160735,0.0345210141103152
"Custard apple","","World","2013",3207702,23243400,976575,1180320,841345,584348,NA,NA,NA,NA,13489.645919,0.00833143809531704,0.00485669709996857,NA,0.0386150737019537,0.0172677362990798
"Dates","","World","2010",1282856,7525890,612273,733721,666697,775964,2.36,4,0.04,0.01,8308.524715,0.00286650675920257,0.00401021851150539,0.00468199415055442,0.0237834991024477,0.00883555463092753
"Dates","","World","2011",1126732,7262843,722310,834384,710384,902189,2.45,4,0.04,0.01,11251.138389,0.0026892735654045,0.00458845870214505,0.00475798712542608,0.0322070801199625,0.0110606998782345
"Dates","","World","2012",1121587,7430261,689734,787449,764529,875561,2.5,4,0.04,0.01,11660.882946,0.00272973042641802,0.00445161875814364,0.00480020544479922,0.0333800225632304,0.0113403942981478
"Dates","","World","2013",1160096,7517294,799678,946399,825271,993102,NA,NA,NA,NA,12282.658151,0.00277927012332982,0.00513913275744522,NA,0.0351599279107372,0.0143594435971708
"Devil's cotton","","World","2010",174067,260086,NA,NA,NA,NA,NA,NA,NA,NA,111.560907,0.000188625510512246,NA,NA,0.00031871697885179,0.000253671244682018
"Devil's cotton","","World","2011",177187,273679,NA,NA,NA,NA,NA,NA,NA,NA,134.392861,0.000194359161522995,NA,NA,0.000384076158008235,0.000289217659765615
"Devil's cotton","","World","2012",167191,260262,NA,NA,NA,NA,NA,NA,NA,NA,119.172125,0.000183912102455879,NA,NA,0.000340504994054552,0.000262208548255215
"Devil's cotton","","World","2013",178613,253350,NA,NA,NA,NA,NA,NA,NA,NA,105.200735,0.000190001267794935,NA,NA,0.000300510231360366,0.00024525574957765
"Dill","","World","2010",927593,2103629,325132,1186048,379108,1301953,1.8,6,0.19,0.16,2146.763054,0.00119494174517894,0.00565823142425062,0.0111796447796779,0.00614472476361492,0.0060443856781806
"Dill","","World","2011",1008818,2427596,365788,1356446,414880,1450140,2.09,7,0.23,0.19,2484.52149,0.00133634596080459,0.00637051442619013,0.0132486805383233,0.00711159838862856,0.00701678482848664
"Dill","","World","2012",978986,2269144,374363,1245973,455369,1486093,2.04,7,0.22,0.19,2361.383969,0.00127403481466994,0.00626050451819944,0.0130501145016268,0.00675910261468299,0.00683593911229479
"Dill","","World","2013",982860,2339135,380536,1326976,493790,1858878,NA,NA,NA,NA,2329.957545,0.00129511882070855,0.00725681670532974,NA,0.00666914074473256,0.00507369209025695
"Durian","","World","2010",2900373,20215994,762573,644135,580010,353614,65.96,28,0.34,0.33,10294.620887,0.00732272017813924,0.00296398743452612,0.0819438251015883,0.0294689352034348,0.0304248669794221
"Durian","","World","2011",3164798,20843720,811232,755461,646342,399423,68.08,29,0.35,0.34,12555.026886,0.00767080423766747,0.0033635009670766,0.0845939586923702,0.0359396157529376,0.032891969912513
"Durian","","World","2012",3194968,22546163,925943,995019,820875,525894,70.36,30,0.36,0.35,13363.450215,0.00813930262286523,0.00431173939717596,0.0873791909051461,0.0382538235160735,0.0345210141103152
"Durian","","World","2013",3207702,23243400,976575,1180320,841345,584348,NA,NA,NA,NA,13489.645919,0.00833143809531704,0.00485669709996857,NA,0.0386150737019537,0.0172677362990798
"Eggplant","","World","2010",1717642,44073890,426419,453228,457648,449062,283.67,71,3.79,0.59,17749.21088,0.0127768424895643,0.00247583710709663,0.345763225678197,0.05080858413976,0.102956122353655
"Eggplant","","World","2011",1752393,45005712,389268,472090,439219,467951,286.58,71,3.82,0.6,17947.429146,0.013045896674993,0.00251644008295473,0.348936899770159,0.0513760074605837,0.103968810997173
"Eggplant","","World","2012",1803765,46951760,412974,476483,439962,455736,296.09,73,3.93,0.61,27492.119521,0.0135931211966725,0.00251556317089595,0.359846582517087,0.0786988168974115,0.113663520945517
"Eggplant","","World","2013",1854094,48880838,417575,541049,419608,501695,NA,NA,NA,NA,21385.141227,0.0141351619051659,0.00273313087994539,NA,0.0612168664510299,0.026028386412047
"Elderberry","","World","2010",4539566,28282688,1984150,1889942,1948145,1651048,65.96,28,0.34,0.33,9823.729645,0.0105783297029747,0.010013887153669,0.0819438251015883,0.0281209531144258,0.0326642487681644
"Elderberry","","World","2011",4833356,29331448,2444537,2452088,2396751,2119691,68.08,29,0.35,0.34,11227.146752,0.011057440919837,0.0127667675308709,0.0845939586923702,0.0321384012105297,0.035139142088402
"Elderberry","","World","2012",5040661,30532406,2463747,2604108,2385596,2161214,70.36,30,0.36,0.35,11228.12823,0.0115167023693689,0.0131657976684062,0.0873791909051461,0.0321412108078353,0.0360507254376891
"Elderberry","","World","2013",5117804,31536972,2523807,2858010,2379246,2326015,NA,NA,NA,NA,11305.770503,0.01183422719948,0.0140655710451907,NA,0.0323634710327429,0.0194210897591379
"Esparto","","World","2010",375939,276134,NA,NA,NA,NA,NA,NA,NA,NA,83.921461,0.000332584117111237,NA,NA,0.000239595783053179,0.000286089950082208
"Esparto","","World","2011",382836,281306,NA,NA,NA,NA,NA,NA,NA,NA,102.302727,0.000338718182667446,NA,NA,0.000292214339380696,0.000315466261024071
"Esparto","","World","2012",389075,284142,NA,NA,NA,NA,NA,NA,NA,NA,93.506102,0.000343782577615201,NA,NA,0.000267032955897396,0.000305407766756299
"Esparto","","World","2013",387491,285396,NA,NA,NA,NA,NA,NA,NA,NA,89.382532,0.000343015813678673,NA,NA,0.000255228747182095,0.000299122280430384
"Ethiopian rape","","World","2010",3457854,86839927,2884680,2153507,2848071,2170860,283.67,71,3.79,0.59,31702.311809,0.0252256911498598,0.0128864716467484,0.345763225678197,0.0907509921967518,0.118656595167889
"Ethiopian rape","","World","2011",3635706,91844781,3222171,2353169,3145789,2393629,286.58,71,3.82,0.6,29115.173245,0.0266647027042058,0.0141982339648993,0.348936899770159,0.0833450008870714,0.118286209331584
"Ethiopian rape","","World","2012",3614349,90383048,3338404,2362900,3060892,2219668,296.09,73,3.93,0.61,29380.731584,0.0262655934146012,0.0138643012403476,0.359846582517087,0.0841051931621254,0.12102041758354
"Ethiopian rape","","World","2013",3622205,92078006,3490137,2777169,3207991,2575998,NA,NA,NA,NA,32693.018812,0.0267166776829881,0.0156643336013509,NA,0.0935870086192017,0.0453226733011802
"Faba beans","","World","2010",2502016,4326035,773829,325851,754330,285642,NA,NA,NA,NA,2159.788385,0.00286910909921096,0.00230683995000762,NA,0.00618201132009629,0.00378598678977162
"Faba beans","","World","2011",2438865,4564194,588129,466849,798800,394435,NA,NA,NA,NA,2613.386491,0.00288801278347762,0.00272669870948071,NA,0.0074804897540962,0.00436506708235151
"Faba beans","","World","2012",2415929,4436826,518281,464137,802900,420692,NA,NA,NA,NA,2165.992284,0.00283864791381882,0.002732998898493,NA,0.00619977071757096,0.00392380584329426
"Faba beans","","World","2013",2354330,4439668,563258,481688,737683,424057,NA,NA,NA,NA,2563.488686,0.00279675528229319,0.00276188639836418,NA,0.00733765136293142,0.00429876434786293
"Feijoa","","World","2010",2900373,20215994,762573,644135,580010,353614,65.96,28,0.34,0.33,10294.620887,0.00732272017813924,0.00296398743452612,0.0819438251015883,0.0294689352034348,0.0304248669794221
"Feijoa","","World","2011",3164798,20843720,811232,755461,646342,399423,68.08,29,0.35,0.34,12555.026886,0.00767080423766747,0.0033635009670766,0.0845939586923702,0.0359396157529376,0.032891969912513
"Feijoa","","World","2012",3194968,22546163,925943,995019,820875,525894,70.36,30,0.36,0.35,13363.450215,0.00813930262286523,0.00431173939717596,0.0873791909051461,0.0382538235160735,0.0345210141103152
"Feijoa","","World","2013",3207702,23243400,976575,1180320,841345,584348,NA,NA,NA,NA,13489.645919,0.00833143809531704,0.00485669709996857,NA,0.0386150737019537,0.0172677362990798
"Fennel","","World","2010",943046,827412,287213,493850,264610,510640,1.8,6,0.19,0.16,1717.742721,0.000870089682931532,0.00246408282545099,0.0111796447796779,0.00491660312293955,0.00485760510275
"Fennel","","World","2011",1082838,952224,307764,607009,295131,598896,2.09,7,0.23,0.19,2020.413653,0.000999672204884153,0.00291537784696398,0.0132486805383233,0.00578303460182376,0.00573669129799879
"Fennel","","World","2012",1040955,923817,333008,607900,317335,571680,2.04,7,0.22,0.19,1758.201376,0.000963211188090911,0.00289072595530004,0.0130501145016268,0.00503242082652173,0.00548411811788486
"Fennel","","World","2013",999465,906033,406832,764959,394543,742271,NA,NA,NA,NA,1714.573771,0.000929815260899658,0.00367538316035378,NA,0.00490753162731602,0.00317091001618982
"Fenugreek","","World","2010",927593,2103629,325132,1186048,379108,1301953,1.8,6,0.19,0.16,2146.763054,0.00119494174517894,0.00565823142425062,0.0111796447796779,0.00614472476361492,0.0060443856781806
"Fenugreek","","World","2011",1008818,2427596,365788,1356446,414880,1450140,2.09,7,0.23,0.19,2484.52149,0.00133634596080459,0.00637051442619013,0.0132486805383233,0.00711159838862856,0.00701678482848664
"Fenugreek","","World","2012",978986,2269144,374363,1245973,455369,1486093,2.04,7,0.22,0.19,2361.383969,0.00127403481466994,0.00626050451819944,0.0130501145016268,0.00675910261468299,0.00683593911229479
"Fenugreek","","World","2013",982860,2339135,380536,1326976,493790,1858878,NA,NA,NA,NA,2329.957545,0.00129511882070855,0.00725681670532974,NA,0.00666914074473256,0.00507369209025695
"Fig leaf gourd","","World","2010",1736070,22763108,892312,967026,568796,600190,283.67,71,3.79,0.59,8028.022937,0.00718646908669717,0.00422235869805798,0.345763225678197,0.0229805294590259,0.0950381457304946
"Fig leaf gourd","","World","2011",1780650,23661986,938910,884763,599923,526115,286.58,71,3.82,0.6,8561.915827,0.00745366528199247,0.0039510204921494,0.348936899770159,0.0245088612456028,0.096212611697476
"Fig leaf gourd","","World","2012",1821600,23917255,1158646,1180261,804707,785720,296.09,73,3.93,0.61,8900.281181,0.00754912806899691,0.00539047674959479,0.359846582517087,0.0254774722454507,0.0995659148952823
"Fig leaf gourd","","World","2013",1851136,24522500,1210850,1292064,1179516,1256161,NA,NA,NA,NA,9673.60717,0.00772870720530348,0.00691827026324772,NA,0.0276912097057392,0.0141127290580968
"Figs","","World","2010",308369,1064832,108156,376117,110208,349754,65.96,28,0.34,0.33,913.485449,0.000493179160798313,0.00165483812200141,0.0819438251015883,0.00261432119260099,0.0216765408942473
"Figs","","World","2011",309371,1065309,111025,398872,108935,356482,68.08,29,0.35,0.34,950.657532,0.000493998177093676,0.00171593682008356,0.0845939586923702,0.00272073069361939,0.0223811560957917
"Figs","","World","2012",307504,1056036,112551,379662,114168,372566,70.36,30,0.36,0.35,944.332016,0.000490267708169303,0.00171681629124617,0.0873791909051461,0.00270262315304267,0.0230722245144011
"Figs","","World","2013",315155,1130940,137888,483117,132678,433776,NA,NA,NA,NA,954.759339,0.000515257965833556,0.0020855041728068,NA,0.00273247260316328,0.00177774491393454
"Finger millet","","World","2010",36016793,32805831,404750,151767,382999,125300,9.58,29,0.76,0.3,10175.829125,0.0335566411157908,0.0011094482657737,0.040618682426149,0.0291288796805975,0.0261034128720778
"Finger millet","","World","2011",33977510,27058875,335675,151255,384395,145625,9.18,27,0.73,0.28,9076.185389,0.0306339988335015,0.00110604680940992,0.0384044344551193,0.0259810189259076,0.0240313747559846
"Finger millet","","World","2012",31252411,26649147,343168,146524,368144,129610,9.02,27,0.71,0.28,9792.355746,0.0286399119094398,0.00105615317744501,0.0379566403984786,0.0280311416035241,0.0239209617722219
"Finger millet","","World","2013",31216989,26413944,348129,170993,280492,117230,NA,NA,NA,NA,8938.717089,0.0285535515426878,0.0010223873632381,NA,0.0255874995955851,0.018387812833837
"Fique","","World","2010",375939,276134,NA,NA,NA,NA,NA,NA,NA,NA,83.921461,0.000332584117111237,NA,NA,0.000239595783053179,0.000286089950082208
"Fique","","World","2011",382836,281306,NA,NA,NA,NA,NA,NA,NA,NA,102.302727,0.000338718182667446,NA,NA,0.000292214339380696,0.000315466261024071
"Fique","","World","2012",389075,284142,NA,NA,NA,NA,NA,NA,NA,NA,93.506102,0.000343782577615201,NA,NA,0.000267032955897396,0.000305407766756299
"Fique","","World","2013",387491,285396,NA,NA,NA,NA,NA,NA,NA,NA,89.382532,0.000343015813678673,NA,NA,0.000255228747182095,0.000299122280430384
"Flax","","World","2010",2242743,2416714,2384228,1919234,2390474,1832241,0.34,1,0.07,0.09,1485.233756,0.00218762844337987,0.0110360606637992,0.0040570020809653,0.00425101860490336,0.00538292744826194
"Flax","","World","2011",2431480,2621398,2168816,2387930,2073033,2042217,0.38,1,0.08,0.09,1550.296411,0.0023720918335737,0.0120638764314033,0.00424712445378714,0.0044372681797115,0.00578009022461892
"Flax","","World","2012",2679828,2740443,2376975,2168921,2476514,2201971,0.38,1,0.08,0.09,2159.45147,0.00257530235728697,0.0123860747953838,0.00424712445378714,0.00618104686090697,0.00634738711684121
"Flax","","World","2013",2453411,2951672,2365322,2445911,2496087,2382672,NA,NA,NA,NA,2289.644735,0.00247411001128247,0.0133348890151929,NA,0.00655374053977902,0.00745424652208479
"Fonio","","World","2010",552411,559794,0,0,0,0,2.12,6,0.18,0.02,307.086782,0.000529322204075268,0,0.00782814777168925,0.000878433010771161,0.00230897574663392
"Fonio","","World","2011",603388,581570,0,0,0,0,2.17,7,0.18,0.02,273.520888,0.000570334787294049,0,0.00832657047062444,0.000782346653927054,0.00241981297796139
"Fonio","","World","2012",712193,575552,3617,5862,1020,1772,2.06,6,0.17,0.02,276.902728,0.000644069156957304,1.870155661959e-05,0.00762113807111816,0.000792027572451961,0.00226898408928675
"Fonio","","World","2013",717540,610165,1809,2925,730,2978,NA,NA,NA,NA,317.979632,0.000656871050629145,1.40008411927086e-05,NA,0.000909615087201162,0.000526828993007672
"Foxtail millet","","World","2010",36016793,32805831,404750,151767,382999,125300,9.58,29,0.76,0.3,10175.829125,0.0335566411157908,0.0011094482657737,0.040618682426149,0.0291288796805975,0.0261034128720778
"Foxtail millet","","World","2011",33977510,27058875,335675,151255,384395,145625,9.18,27,0.73,0.28,9076.185389,0.0306339988335015,0.00110604680940992,0.0384044344551193,0.0259810189259076,0.0240313747559846
