"crop_name","country_iso2","country_name","year","c_area_harvested","c_production","clp_import_quantity","clp_import_value","clp_export_quantity","clp_export_value","fs_food_supply_quantity_g","fs_food_supply_kcal","fs_protein_supply_quantity","fs_fat_supply_quantity","vap_gross_production_value_us","compose_index"
"Gutta-percha","","World","2010",NA,32652,NA,NA,NA,NA,NA,NA,NA,NA,22.953075,NA
"Gutta-percha","","World","2011",NA,38803,NA,NA,NA,NA,NA,NA,NA,NA,38.705732,NA
"Gutta-percha","","World","2012",NA,48204,NA,NA,NA,NA,NA,NA,NA,NA,51.78589,NA
"Gutta-percha","","World","2013",NA,51957,NA,NA,NA,NA,NA,NA,NA,NA,58.259854,NA
"Hazelnuts","","World","2010",607485,854593,216720,1357000,197049,1160973,6.02,15,0.4,1.15,2274.763867,0.0196675488912882
"Hazelnuts","","World","2011",624457,744725,213266,1462907,209535,1450334,6.34,16,0.42,1.24,2210.773582,0.0211418970292706
"Hazelnuts","","World","2012",601548,923994,205642,1427811,217726,1416000,6.39,16,0.42,1.23,2658.785189,0.0211371962314282
"Hazelnuts","","World","2013",633133,869072,238248,1592352,236967,1479261,NA,NA,NA,NA,2295.112916,NA
"Hemp","","World","2010",59778,117338,0,0,0,0,0.34,1,0.07,0.09,20.721087,0.00149369518980514
"Hemp","","World","2011",60088,120860,0,0,0,0,0.38,1,0.08,0.09,35.744076,0.0015669475349438
"Hemp","","World","2012",65639,168286,0,0,0,0,0.38,1,0.08,0.09,35.156248,0.00156976037049387
"Hemp","","World","2013",66008,148516,0,0,0,0,NA,NA,NA,NA,37.300663,NA
"Hops","","World","2010",77458,126178,40645,337849,41044,327201,NA,NA,NA,NA,580.432282,NA
"Hops","","World","2011",76527,127671,40941,339851,36489,333923,NA,NA,NA,NA,576.870767,NA
"Hops","","World","2012",75243,111715,42267,324922,38827,305071,NA,NA,NA,NA,403.052902,NA
"Hops","","World","2013",77334,117252,43244,344398,38126,324865,NA,NA,NA,NA,443.59515,NA
"Horseradish","","World","2010",18400753,259721091,2399248,2480279,3251236,3268037,283.67,71,3.79,0.59,77665.050267,0.166438010286356
"Horseradish","","World","2011",18372783,260792753,2608363,2709243,3375853,3295271,286.58,71,3.82,0.6,89418.891726,0.170968998683113
"Horseradish","","World","2012",19028297,271900678,2451482,2586994,3002047,3004214,296.09,73,3.93,0.61,92384.308643,0.175873191651513
"Horseradish","","World","2013",19757918,277946312,2625756,3170254,2883011,3301102,NA,NA,NA,NA,95421.558641,NA
"Huckleberry","","World","2010",114558,769929,NA,NA,NA,NA,65.96,28,0.34,0.33,770.043014,NA
"Huckleberry","","World","2011",116341,846411,NA,NA,NA,NA,68.08,29,0.35,0.34,942.312593,NA
"Huckleberry","","World","2012",120221,866582,NA,NA,NA,NA,70.36,30,0.36,0.35,980.794608,NA
"Huckleberry","","World","2013",116017,869086,NA,NA,NA,NA,NA,NA,NA,NA,933.842574,NA
"Jack bean","","World","2010",4832256,3595071,NA,NA,NA,NA,NA,NA,NA,NA,2323.360526,NA
"Jack bean","","World","2011",4996230,3640423,NA,NA,NA,NA,NA,NA,NA,NA,2533.337487,NA
"Jack bean","","World","2012",5877968,4217669,NA,NA,NA,NA,NA,NA,NA,NA,3029.011416,NA
"Jack bean","","World","2013",6044349,4562293,NA,NA,NA,NA,NA,NA,NA,NA,3269.198798,NA
"Jackfruit","","World","2010",2900373,20215994,762573,644135,580010,353614,65.96,28,0.34,0.33,10294.620887,0.0348859659731065
"Jackfruit","","World","2011",3164798,20843720,811232,755461,646342,399423,68.08,29,0.35,0.34,12555.026886,0.0366464602605509
"Jackfruit","","World","2012",3194968,22546163,925943,995019,820875,525894,70.36,30,0.36,0.35,13363.450215,0.038299649997372
"Jackfruit","","World","2013",3207702,23243400,976575,1180320,841345,584348,NA,NA,NA,NA,13489.645919,NA
"Japanese millet","","World","2010",36016793,32805831,404750,151767,382999,125300,9.58,29,0.76,0.3,10175.829125,0.0239231531527155
"Japanese millet","","World","2011",33977510,27058875,335675,151255,384395,145625,9.18,27,0.73,0.28,9076.185389,0.0222991765137298
"Japanese millet","","World","2012",31252411,26649147,343168,146524,368144,129610,9.02,27,0.71,0.28,9792.355746,0.0219420127023725
"Japanese millet","","World","2013",31216989,26413944,348129,170993,280492,117230,NA,NA,NA,NA,8938.717089,NA
"Jelutong","","World","2010",NA,32652,NA,NA,NA,NA,NA,NA,NA,NA,22.953075,NA
"Jelutong","","World","2011",NA,38803,NA,NA,NA,NA,NA,NA,NA,NA,38.705732,NA
"Jelutong","","World","2012",NA,48204,NA,NA,NA,NA,NA,NA,NA,NA,51.78589,NA
"Jelutong","","World","2013",NA,51957,NA,NA,NA,NA,NA,NA,NA,NA,58.259854,NA
"Jerusalem artichoke","","World","2010",1218971,8950085,150870,157835,137478,101979,5.12,6,0.08,0.01,2069.069745,0.00449484603349312
"Jerusalem artichoke","","World","2011",1257843,9400643,161930,178870,157844,110144,5.28,6,0.08,0.01,2452.447779,0.00469963100771744
"Jerusalem artichoke","","World","2012",1273960,9798676,141226,154375,188810,148987,5.48,6,0.08,0.01,2908.690011,0.00491597527124302
"Jerusalem artichoke","","World","2013",1286432,9809301,148880,180834,161957,146925,NA,NA,NA,NA,2707.665689,NA
"Jicama","","World","2010",4832256,3595071,NA,NA,NA,NA,NA,NA,NA,NA,2323.360526,NA
"Jicama","","World","2011",4996230,3640423,NA,NA,NA,NA,NA,NA,NA,NA,2533.337487,NA
"Jicama","","World","2012",5877968,4217669,NA,NA,NA,NA,NA,NA,NA,NA,3029.011416,NA
"Jicama","","World","2013",6044349,4562293,NA,NA,NA,NA,NA,NA,NA,NA,3269.198798,NA
"Jojoba","","World","2010",311,154,NA,NA,NA,NA,0.34,1,0.07,0.09,NA,NA
"Jojoba","","World","2011",309,152,NA,NA,NA,NA,0.38,1,0.08,0.09,NA,NA
"Jojoba","","World","2012",307,151,NA,NA,NA,NA,0.38,1,0.08,0.09,NA,NA
"Jojoba","","World","2013",304,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jujube","","World","2010",4539566,28282688,1984150,1889942,1948145,1651048,65.96,28,0.34,0.33,9823.729645,0.0379189510492186
"Jujube","","World","2011",4833356,29331448,2444537,2452088,2396751,2119691,68.08,29,0.35,0.34,11227.146752,0.0403360170857426
"Jujube","","World","2012",5040661,30532406,2463747,2604108,2385596,2161214,70.36,30,0.36,0.35,11228.12823,0.0415776881673439
"Jujube","","World","2013",5117804,31536972,2523807,2858010,2379246,2326015,NA,NA,NA,NA,11305.770503,NA
"Jute","","World","2010",1224989,2825027,764776,570256,751211,522361,NA,NA,NA,NA,1237.402323,NA
"Jute","","World","2011",1548092,3579263,975958,684180,942512,581472,NA,NA,NA,NA,1402.314989,NA
"Jute","","World","2012",1596201,3453579,1017271,564143,950506,473336,NA,NA,NA,NA,1104.901218,NA
"Jute","","World","2013",1513526,3418329,709043,460874,680894,374054,NA,NA,NA,NA,1114.129968,NA
"Kaniwa","","World","2010",4573353,5624483,NA,NA,NA,NA,2.12,6,0.18,0.02,1568.32234,NA
"Kaniwa","","World","2011",3800556,4869357,NA,NA,NA,NA,2.17,7,0.18,0.02,1188.215668,NA
"Kaniwa","","World","2012",3949220,5476533,NA,NA,NA,NA,2.06,6,0.17,0.02,1782.852482,NA
"Kaniwa","","World","2013",4260313,6150540,NA,NA,NA,NA,NA,NA,NA,NA,1980.689669,NA
"Kapok","","World","2010",197554,573130,0,0,0,0,0.34,1,0.07,0.09,4.607607,0.00152863090501555
"Kapok","","World","2011",194206,698993,0,0,0,0,0.38,1,0.08,0.09,4.998415,0.00160346346032799
"Kapok","","World","2012",186866,693453,0,0,0,0,0.38,1,0.08,0.09,4.791381,0.0016022209505876
"Kapok","","World","2013",179823,677053,0,0,0,0,NA,NA,NA,NA,4.823097,NA
"Karite nuts","","World","2010",506697,654349,0,0,0,0,0.34,1,0.07,0.09,223.745355,0.00162844951745303
"Karite nuts","","World","2011",535032,685292,0,0,0,0,0.38,1,0.08,0.09,227.652086,0.00170364699502072
"Karite nuts","","World","2012",512594,717383,0,0,0,0,0.38,1,0.08,0.09,234.324598,0.00170409353730498
"Karite nuts","","World","2013",530208,699992,0,0,0,0,NA,NA,NA,NA,248.896432,NA
"Kenaf","","World","2010",174067,260086,NA,NA,NA,NA,NA,NA,NA,NA,111.560907,NA
"Kenaf","","World","2011",177187,273679,NA,NA,NA,NA,NA,NA,NA,NA,134.392861,NA
"Kenaf","","World","2012",167191,260262,NA,NA,NA,NA,NA,NA,NA,NA,119.172125,NA
"Kenaf","","World","2013",178613,253350,NA,NA,NA,NA,NA,NA,NA,NA,105.200735,NA
"Kiwi fruit","","World","2010",172400,2843862,1259615,1803432,1351507,1854065,65.96,28,0.34,0.33,1460.216281,0.0337462344810859
"Kiwi fruit","","World","2011",175871,2909357,1290691,2125885,1322911,2047115,68.08,29,0.35,0.34,1501.975019,0.0351108599074645
"Kiwi fruit","","World","2012",186377,3053731,1371504,2140648,1365154,2082743,70.36,30,0.36,0.35,1449.753344,0.0361874539319476
"Kiwi fruit","","World","2013",239628,3464394,1293847,2158802,1276833,2053309,NA,NA,NA,NA,1798.471587,NA
"Kiwicha","","World","2010",4573353,5624483,NA,NA,NA,NA,2.12,6,0.18,0.02,1568.32234,NA
"Kiwicha","","World","2011",3800556,4869357,NA,NA,NA,NA,2.17,7,0.18,0.02,1188.215668,NA
"Kiwicha","","World","2012",3949220,5476533,NA,NA,NA,NA,2.06,6,0.17,0.02,1782.852482,NA
"Kiwicha","","World","2013",4260313,6150540,NA,NA,NA,NA,NA,NA,NA,NA,1980.689669,NA
"Kodo millet","","World","2010",36016793,32805831,404750,151767,382999,125300,9.58,29,0.76,0.3,10175.829125,0.0239231531527155
"Kodo millet","","World","2011",33977510,27058875,335675,151255,384395,145625,9.18,27,0.73,0.28,9076.185389,0.0222991765137298
"Kodo millet","","World","2012",31252411,26649147,343168,146524,368144,129610,9.02,27,0.71,0.28,9792.355746,0.0219420127023725
"Kodo millet","","World","2013",31216989,26413944,348129,170993,280492,117230,NA,NA,NA,NA,8938.717089,NA
"Kola nuts","","World","2010",559301,280315,12341,8936,9373,1202,6.02,15,0.4,1.15,199.472619,0.0171073064521711
"Kola nuts","","World","2011",533976,278240,13484,9014,12427,1622,6.34,16,0.42,1.24,253.062259,0.0183073225548318
"Kola nuts","","World","2012",522761,275897,6564,8090,10842,3064,6.39,16,0.42,1.23,235.670804,0.0182249670718344
"Kola nuts","","World","2013",519976,269227,6862,7583,7449,2150,NA,NA,NA,NA,230.335661,NA
"Kumquat","","World","2010",1346960,12465575,1176664,1051608,1245167,964880,4.73,1,0.02,0.01,5336.082128,0.00609296768696925
"Kumquat","","World","2011",1318993,11349975,1172308,1105820,1215392,973326,4.07,1,0.02,0.01,5470.655986,0.00590610948836797
"Kumquat","","World","2012",1373407,12870381,1186400,1118192,1175953,922962,4.55,1,0.02,0.01,6441.807622,0.00634902478935178
"Kumquat","","World","2013",1383198,15813981,1286199,1180268,1238782,966861,NA,NA,NA,NA,8206.261198,NA
"Lablab","","World","2010",4832256,3595071,NA,NA,NA,NA,NA,NA,NA,NA,2323.360526,NA
"Lablab","","World","2011",4996230,3640423,NA,NA,NA,NA,NA,NA,NA,NA,2533.337487,NA
"Lablab","","World","2012",5877968,4217669,NA,NA,NA,NA,NA,NA,NA,NA,3029.011416,NA
"Lablab","","World","2013",6044349,4562293,NA,NA,NA,NA,NA,NA,NA,NA,3269.198798,NA
"Leeks and other alliaceous vegetables","","World","2010",128404,2099604,294443,370158,276214,325008,283.67,71,3.79,0.59,2781.65806,0.127237558729862
"Leeks and other alliaceous vegetables","","World","2011",131623,2133680,317187,381822,293169,305470,286.58,71,3.82,0.6,2172.630163,0.128238140062332
"Leeks and other alliaceous vegetables","","World","2012",134163,2189701,312254,426353,278791,306255,296.09,73,3.93,0.61,2311.255718,0.132272591679519
"Leeks and other alliaceous vegetables","","World","2013",129699,2193200,334219,489461,285832,346989,NA,NA,NA,NA,2539.655446,NA
"Lemons and limes","","World","2010",1039620,14708640,2355142,2255112,2509982,2225807,5.27,1,0.02,0.03,8994.444769,0.00992744635362108
"Lemons and limes","","World","2011",956439,15048076,2480276,2221245,2610223,2269960,5.38,1,0.02,0.03,9503.310796,0.0101651784126093
"Lemons and limes","","World","2012",973439,15008334,2671623,2412683,2799248,2323604,5.65,1,0.02,0.03,10363.203223,0.0107474021818767
"Lemons and limes","","World","2013",1003349,15421905,2736734,2826408,2777046,2672682,NA,NA,NA,NA,10806.30705,NA
"Lentils","","World","2010",4287457,4724483,1884949,1772961,1993725,1725675,NA,NA,NA,NA,3266.137171,NA
"Lentils","","World","2011",4152206,4453542,1920973,1669366,1961193,1544952,NA,NA,NA,NA,2923.581236,NA
"Lentils","","World","2012",4191639,4491056,1968192,1456852,2063599,1357922,NA,NA,NA,NA,2834.000476,NA
"Lentils","","World","2013",4056695,5192561,2508623,1898095,2664668,1794317,NA,NA,NA,NA,2965.313101,NA
"Lettuce","","World","2010",1166655,25331467,1793623,2374063,1774506,2280488,283.67,71,3.79,0.59,15599.237458,0.135546287929723
"Lettuce","","World","2011",1170074,25707071,1882694,2335458,1821552,2148219,286.58,71,3.82,0.6,13845.85012,0.136164325559143
"Lettuce","","World","2012",1179659,26235477,1930007,2498750,1967602,2346971,296.09,73,3.93,0.61,14266.635608,0.14058977581648
"Lettuce","","World","2013",1161435,25108869,2028689,2709601,2068512,2484425,NA,NA,NA,NA,14972.333839,NA
"Lima bean","","World","2010",32486941,46510911,3595456,3694939,4178460,3905076,7.22,24,1.56,0.11,33788.661932,0.0388305996197066
"Lima bean","","World","2011",32210303,46191613,3851850,4108479,4856496,4842092,7.05,24,1.52,0.1,41868.44617,0.0417798339780543
"Lima bean","","World","2012",30844784,47256489,4011952,4304353,4787454,4953739,6.78,23,1.46,0.1,38113.737625,0.0403445593342933
"Lima bean","","World","2013",31027121,47828399,4071808,4484651,4556765,4657864,NA,NA,NA,NA,41088.628853,NA
"Litchi","","World","2010",4539566,28282688,1984150,1889942,1948145,1651048,65.96,28,0.34,0.33,9823.729645,0.0379189510492186
"Litchi","","World","2011",4833356,29331448,2444537,2452088,2396751,2119691,68.08,29,0.35,0.34,11227.146752,0.0403360170857426
"Litchi","","World","2012",5040661,30532406,2463747,2604108,2385596,2161214,70.36,30,0.36,0.35,11228.12823,0.0415776881673439
"Litchi","","World","2013",5117804,31536972,2523807,2858010,2379246,2326015,NA,NA,NA,NA,11305.770503,NA
"Longan","","World","2010",2900373,20215994,762573,644135,580010,353614,65.96,28,0.34,0.33,10294.620887,0.0348859659731065
"Longan","","World","2011",3164798,20843720,811232,755461,646342,399423,68.08,29,0.35,0.34,12555.026886,0.0366464602605509
"Longan","","World","2012",3194968,22546163,925943,995019,820875,525894,70.36,30,0.36,0.35,13363.450215,0.038299649997372
"Longan","","World","2013",3207702,23243400,976575,1180320,841345,584348,NA,NA,NA,NA,13489.645919,NA
"Loquat","","World","2010",4539566,28282688,1984150,1889942,1948145,1651048,65.96,28,0.34,0.33,9823.729645,0.0379189510492186
"Loquat","","World","2011",4833356,29331448,2444537,2452088,2396751,2119691,68.08,29,0.35,0.34,11227.146752,0.0403360170857426
"Loquat","","World","2012",5040661,30532406,2463747,2604108,2385596,2161214,70.36,30,0.36,0.35,11228.12823,0.0415776881673439
"Loquat","","World","2013",5117804,31536972,2523807,2858010,2379246,2326015,NA,NA,NA,NA,11305.770503,NA
"Lupins","","World","2010",1018547,1264793,NA,NA,NA,NA,NA,NA,NA,NA,289.077531,NA
"Lupins","","World","2011",1029592,1147081,NA,NA,NA,NA,NA,NA,NA,NA,314.948832,NA
"Lupins","","World","2012",956366,1324254,NA,NA,NA,NA,NA,NA,NA,NA,327.029182,NA
"Lupins","","World","2013",725934,816901,NA,NA,NA,NA,NA,NA,NA,NA,208.306938,NA
"Maca","","World","2010",1218971,8950085,150870,157835,137478,101979,5.12,6,0.08,0.01,2069.069745,0.00449484603349312
"Maca","","World","2011",1257843,9400643,161930,178870,157844,110144,5.28,6,0.08,0.01,2452.447779,0.00469963100771744
"Maca","","World","2012",1273960,9798676,141226,154375,188810,148987,5.48,6,0.08,0.01,2908.690011,0.00491597527124302
"Maca","","World","2013",1286432,9809301,148880,180834,161957,146925,NA,NA,NA,NA,2707.665689,NA
"Macadamia nut","","World","2010",581028,826771,433559,1534219,262461,1178755,6.02,15,0.4,1.15,1912.534388,0.0197813491235681
"Macadamia nut","","World","2011",567099,845615,430906,1846159,307097,1490357,6.34,16,0.42,1.24,2195.251104,0.0215235219976333
"Macadamia nut","","World","2012",589226,867286,458584,2030043,349900,1618078,6.39,16,0.42,1.23,1971.314058,0.0216456796801047
"Macadamia nut","","World","2013",578129,877768,392896,2007377,310183,1603948,NA,NA,NA,NA,2008.074412,NA
"Mahuwa","","World","2010",1625481,2850441,455710,558018,421025,363968,0.34,1,0.07,0.09,992.579453,0.00298230443775835
"Mahuwa","","World","2011",1651134,3330732,481585,594953,660991,413367,0.38,1,0.08,0.09,1499.413426,0.00334064708994266
"Mahuwa","","World","2012",1695971,3624339,382163,545902,561933,463546,0.38,1,0.08,0.09,1641.548556,0.00335193658758293
"Mahuwa","","World","2013",1727446,3728159,416629,749535,683806,650727,NA,NA,NA,NA,1670.582322,NA
"Maize","","World","2010",165150319,861852488,112613614,29594051,113272160,25816539,48.48,151,3.46,2.07,194925.218594,0.288570391199229
"Maize","","World","2011",172349788,896705836,113868442,40967935,114845332,37889314,48.99,152,3.51,2.06,243009.454656,0.322609801217778
"Maize","","World","2012",179960709,885119013,123329473,43435225,125672052,39774659,49.39,154,3.54,2.1,261439.623388,0.337083238832041
"Maize","","World","2013",187074717,1026390806,125854981,43607369,129559406,38980918,NA,NA,NA,NA,279817.458352,NA
"Mamey sapote","","World","2010",2900373,20215994,762573,644135,580010,353614,65.96,28,0.34,0.33,10294.620887,0.0348859659731065
"Mamey sapote","","World","2011",3164798,20843720,811232,755461,646342,399423,68.08,29,0.35,0.34,12555.026886,0.0366464602605509
"Mamey sapote","","World","2012",3194968,22546163,925943,995019,820875,525894,70.36,30,0.36,0.35,13363.450215,0.038299649997372
"Mamey sapote","","World","2013",3207702,23243400,976575,1180320,841345,584348,NA,NA,NA,NA,13489.645919,NA
"Mammee","","World","2010",2900373,20215994,762573,644135,580010,353614,65.96,28,0.34,0.33,10294.620887,0.0348859659731065
"Mammee","","World","2011",3164798,20843720,811232,755461,646342,399423,68.08,29,0.35,0.34,12555.026886,0.0366464602605509
"Mammee","","World","2012",3194968,22546163,925943,995019,820875,525894,70.36,30,0.36,0.35,13363.450215,0.038299649997372
"Mammee","","World","2013",3207702,23243400,976575,1180320,841345,584348,NA,NA,NA,NA,13489.645919,NA
"Mandarines","","World","2010",6371904,94511489,24808461,22049124,27226675,21803848,34.2,9,0.17,0.03,35541.623828,0.0737932685322655
"Mandarines","","World","2011",6324053,99695868,26287513,24921884,28377641,24576704,36.35,10,0.18,0.04,44688.684561,0.0823024611284112
"Mandarines","","World","2012",6242567,98122077,26400485,24731415,27996376,24151593,34.59,10,0.17,0.03,42040.366123,0.0803027561859385
"Mandarines","","World","2013",6498380,101955304,27509953,26672893,29313830,25216805,NA,NA,NA,NA,45146.520433,NA
"Mango","","World","2010",4998207,37539772,1018569,1172802,1349464,1156038,65.96,28,0.34,0.33,29790.472339,0.0423185091412085
"Mango","","World","2011",5202368,40083200,1098288,1334864,1438886,1371521,68.08,29,0.35,0.34,34588.340279,0.0450067167199105
"Mango","","World","2012",5438753,42418914,1116492,1359168,1483611,1464013,70.36,30,0.36,0.35,33036.074627,0.0458627322036374
"Mango","","World","2013",5582728,44510869,1189101,1652571,1648185,1689744,NA,NA,NA,NA,33152.868662,NA
"Mangosteen","","World","2010",4998207,37539772,1018569,1172802,1349464,1156038,65.96,28,0.34,0.33,29790.472339,0.0423185091412085
"Mangosteen","","World","2011",5202368,40083200,1098288,1334864,1438886,1371521,68.08,29,0.35,0.34,34588.340279,0.0450067167199105
"Mangosteen","","World","2012",5438753,42418914,1116492,1359168,1483611,1464013,70.36,30,0.36,0.35,33036.074627,0.0458627322036374
"Mangosteen","","World","2013",5582728,44510869,1189101,1652571,1648185,1689744,NA,NA,NA,NA,33152.868662,NA
"Maple sugar","","World","2010",107036,900133,0,0,0,0,62.18,217,0.01,0,20.141649,0.0552059875782185
"Maple sugar","","World","2011",118087,944160,0,0,0,0,63.3,221,0.01,0,21.994038,0.0562174225885839
"Maple sugar","","World","2012",119902,929269,182,336,574,3819,64.17,224,0.01,0,19.826637,0.0569846059189705
"Maple sugar","","World","2013",121501,946149,171,379,460,539,NA,NA,NA,NA,21.515552,NA
"Marjoram","","World","2010",18400753,259721091,2399248,2480279,3251236,3268037,283.67,71,3.79,0.59,77665.050267,0.166438010286356
"Marjoram","","World","2011",18372783,260792753,2608363,2709243,3375853,3295271,286.58,71,3.82,0.6,89418.891726,0.170968998683113
"Marjoram","","World","2012",19028297,271900678,2451482,2586994,3002047,3004214,296.09,73,3.93,0.61,92384.308643,0.175873191651513
"Marjoram","","World","2013",19757918,277946312,2625756,3170254,2883011,3301102,NA,NA,NA,NA,95421.558641,NA
"Mashua","","World","2010",1218971,8950085,150870,157835,137478,101979,5.12,6,0.08,0.01,2069.069745,0.00449484603349312
"Mashua","","World","2011",1257843,9400643,161930,178870,157844,110144,5.28,6,0.08,0.01,2452.447779,0.00469963100771744
"Mashua","","World","2012",1273960,9798676,141226,154375,188810,148987,5.48,6,0.08,0.01,2908.690011,0.00491597527124302
"Mashua","","World","2013",1286432,9809301,148880,180834,161957,146925,NA,NA,NA,NA,2707.665689,NA
"Mat bean","","World","2010",32486941,46510911,3595456,3694939,4178460,3905076,7.22,24,1.56,0.11,33788.661932,0.0388305996197066
"Mat bean","","World","2011",32210303,46191613,3851850,4108479,4856496,4842092,7.05,24,1.52,0.1,41868.44617,0.0417798339780543
"Mat bean","","World","2012",30844784,47256489,4011952,4304353,4787454,4953739,6.78,23,1.46,0.1,38113.737625,0.0403445593342933
"Mat bean","","World","2013",31027121,47828399,4071808,4484651,4556765,4657864,NA,NA,NA,NA,41088.628853,NA
"Mate","","World","2010",290703,766518,262072,904950,266829,1053127,2,1,0.2,NA,195.368913,NA
"Mate","","World","2011",267984,774524,284225,1011255,274282,1179317,2.13,1,0.21,NA,247.411896,NA
"Mate","","World","2012",274847,821534,275700,1131928,294872,1263248,2.28,1,0.23,NA,292.576233,NA
"Mate","","World","2013",266392,842650,302830,1261831,293835,1502597,NA,NA,NA,NA,279.409046,NA
"Mauka","","World","2010",1218971,8950085,150870,157835,137478,101979,5.12,6,0.08,0.01,2069.069745,0.00449484603349312
"Mauka","","World","2011",1257843,9400643,161930,178870,157844,110144,5.28,6,0.08,0.01,2452.447779,0.00469963100771744
"Mauka","","World","2012",1273960,9798676,141226,154375,188810,148987,5.48,6,0.08,0.01,2908.690011,0.00491597527124302
"Mauka","","World","2013",1286432,9809301,148880,180834,161957,146925,NA,NA,NA,NA,2707.665689,NA
"Medlar","","World","2010",4539566,28282688,1984150,1889942,1948145,1651048,65.96,28,0.34,0.33,9823.729645,0.0379189510492186
"Medlar","","World","2011",4833356,29331448,2444537,2452088,2396751,2119691,68.08,29,0.35,0.34,11227.146752,0.0403360170857426
"Medlar","","World","2012",5040661,30532406,2463747,2604108,2385596,2161214,70.36,30,0.36,0.35,11228.12823,0.0415776881673439
"Medlar","","World","2013",5117804,31536972,2523807,2858010,2379246,2326015,NA,NA,NA,NA,11305.770503,NA
"Melons","","World","2010",2206498,33064815,1948372,1517377,2196443,1392648,65.96,28,0.34,0.33,11915.709216,0.0379770815845273
"Melons","","World","2011",2263586,33180741,2012157,1649906,2070693,1369628,68.08,29,0.35,0.34,12610.961525,0.039197575585642
"Melons","","World","2012",3055142,29508477,1909428,1503650,2197301,1446015,70.36,30,0.36,0.35,12115.972739,0.0399649182655447
"Melons","","World","2013",3049239,30593785,1994052,1741322,2143174,1603560,NA,NA,NA,NA,21099.982691,NA
"Mombin","","World","2010",2900373,20215994,762573,644135,580010,353614,65.96,28,0.34,0.33,10294.620887,0.0348859659731065
"Mombin","","World","2011",3164798,20843720,811232,755461,646342,399423,68.08,29,0.35,0.34,12555.026886,0.0366464602605509
"Mombin","","World","2012",3194968,22546163,925943,995019,820875,525894,70.36,30,0.36,0.35,13363.450215,0.038299649997372
"Mombin","","World","2013",3207702,23243400,976575,1180320,841345,584348,NA,NA,NA,NA,13489.645919,NA
"Mulberry","","World","2010",114558,769929,NA,NA,NA,NA,65.96,28,0.34,0.33,770.043014,NA
"Mulberry","","World","2011",116341,846411,NA,NA,NA,NA,68.08,29,0.35,0.34,942.312593,NA
"Mulberry","","World","2012",120221,866582,NA,NA,NA,NA,70.36,30,0.36,0.35,980.794608,NA
"Mulberry","","World","2013",116017,869086,NA,NA,NA,NA,NA,NA,NA,NA,933.842574,NA
"Mung bean","","World","2010",32486941,46510911,3595456,3694939,4178460,3905076,7.22,24,1.56,0.11,33788.661932,0.0388305996197066
"Mung bean","","World","2011",32210303,46191613,3851850,4108479,4856496,4842092,7.05,24,1.52,0.1,41868.44617,0.0417798339780543
"Mung bean","","World","2012",30844784,47256489,4011952,4304353,4787454,4953739,6.78,23,1.46,0.1,38113.737625,0.0403445593342933
"Mung bean","","World","2013",31027121,47828399,4071808,4484651,4556765,4657864,NA,NA,NA,NA,41088.628853,NA
"Myrtle","","World","2010",114558,769929,NA,NA,NA,NA,65.96,28,0.34,0.33,770.043014,NA
"Myrtle","","World","2011",116341,846411,NA,NA,NA,NA,68.08,29,0.35,0.34,942.312593,NA
"Myrtle","","World","2012",120221,866582,NA,NA,NA,NA,70.36,30,0.36,0.35,980.794608,NA
"Myrtle","","World","2013",116017,869086,NA,NA,NA,NA,NA,NA,NA,NA,933.842574,NA
"Naranjilla","","World","2010",2900373,20215994,762573,644135,580010,353614,65.96,28,0.34,0.33,10294.620887,0.0348859659731065
"Naranjilla","","World","2011",3164798,20843720,811232,755461,646342,399423,68.08,29,0.35,0.34,12555.026886,0.0366464602605509
"Naranjilla","","World","2012",3194968,22546163,925943,995019,820875,525894,70.36,30,0.36,0.35,13363.450215,0.038299649997372
"Naranjilla","","World","2013",3207702,23243400,976575,1180320,841345,584348,NA,NA,NA,NA,13489.645919,NA
"New Zealand flax","","World","2010",375939,276134,NA,NA,NA,NA,NA,NA,NA,NA,83.921461,NA
"New Zealand flax","","World","2011",382836,281306,NA,NA,NA,NA,NA,NA,NA,NA,102.302727,NA
"New Zealand flax","","World","2012",389075,284142,NA,NA,NA,NA,NA,NA,NA,NA,93.506102,NA
"New Zealand flax","","World","2013",387491,285396,NA,NA,NA,NA,NA,NA,NA,NA,89.382532,NA
"New Zealand Spinach","","World","2010",844718,20335174,112015,168862,107602,149217,283.67,71,3.79,0.59,7717.435788,0.129112887878689
"New Zealand Spinach","","World","2011",863290,21184463,130828,190044,111233,167991,286.58,71,3.82,0.6,11785.567473,0.131404261131928
"New Zealand Spinach","","World","2012",884621,22141613,152088,207653,138198,198146,296.09,73,3.93,0.61,19161.729757,0.137387791674909
"New Zealand Spinach","","World","2013",919494,23274869,165829,252110,152436,245193,NA,NA,NA,NA,12219.898208,NA
"Noog","","World","2010",1625481,2850441,455710,558018,421025,363968,0.34,1,0.07,0.09,992.579453,0.00298230443775835
"Noog","","World","2011",1651134,3330732,481585,594953,660991,413367,0.38,1,0.08,0.09,1499.413426,0.00334064708994266
"Noog","","World","2012",1695971,3624339,382163,545902,561933,463546,0.38,1,0.08,0.09,1641.548556,0.00335193658758293
"Noog","","World","2013",1727446,3728159,416629,749535,683806,650727,NA,NA,NA,NA,1670.582322,NA
